"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pi3K21B",5.58825709421673e-06,0.129830682536976,0.438,0.323,0.0662040817951855
"CG6409",5.60674615669837e-06,-4.19610463184082,0.002,0.021,0.0664231217184056
"CG9855",5.67401284119275e-06,0.3183144864748,0.218,0.145,0.0672200301296105
"Faf2",5.67542158773474e-06,0.154562299250757,0.233,0.154,0.0672367195498935
"Ndf",5.72912018174678e-06,0.222488282600585,0.502,0.387,0.0678728867931541
"Tim23",5.73529724770436e-06,0.198279507032391,0.411,0.301,0.0679460664935535
"CG42342",5.77554223334594e-06,0.203448457583218,0.387,0.283,0.0684228488384494
"kz",5.81726336805127e-06,0.323420375225847,0.162,0.099,0.0689171191213033
"stg",5.953028172443e-06,0.324227608329964,0.378,0.285,0.0705255247589322
"CG7483",5.98432485217415e-06,0.371168258868361,0.17,0.106,0.0708962965237071
"vsg",6.01050890995047e-06,0.145418496341213,0.851,0.755,0.0712064990561832
"Inos",6.01649385383247e-06,0.268461150796858,0.321,0.228,0.0712774026863533
"CG43736",6.13911631317943e-06,0.23021035036788,0.854,0.766,0.0727301109622367
"srp",6.26223939208878e-06,0.531880943684136,0.1,0.052,0.0741887500780757
"CG2147",6.34773258820674e-06,0.234717341777597,0.238,0.16,0.0752015879724853
"ND-B17",6.35213051475008e-06,0.22581118584705,0.371,0.27,0.0752536902082442
"CG8111",6.39276441587283e-06,0.207890136151176,0.223,0.146,0.0757350800348454
"SCAR",6.41960890306591e-06,0.201837319874386,0.236,0.158,0.0760531066746219
"SsRbeta",6.4538234965419e-06,0.301595977424301,0.332,0.243,0.0764584469635319
"Snx1",6.4555719533802e-06,0.227654164584363,0.257,0.175,0.0764791609316952
"CG2972",6.49140454779208e-06,0.451332951191542,0.132,0.076,0.0769036696776928
"Slmap",6.49184340631527e-06,0.310049564582163,0.327,0.238,0.076908868834617
"CG14613",6.60854562159897e-06,0.414756448230248,0.167,0.104,0.078291439979083
"eIF4G1",6.68529989139707e-06,0.163241113532101,0.729,0.611,0.0792007478133811
"lost",6.73521405744195e-06,0.17530469891028,0.917,0.859,0.0797920809385148
"Wnt2",6.73584202319661e-06,0.568896546189028,0.069,0.03,0.0797995204488102
"CG14641",6.76568254420989e-06,0.268432173542501,0.19,0.121,0.0801530411012546
"Prp31",6.87287655747988e-06,0.383872083585334,0.172,0.106,0.0814229685764642
"Sobp",6.8935954597269e-06,0.25407134366706,0.274,0.191,0.0816684254113846
"Tsp96F",6.94480286602284e-06,0.477004348320661,0.163,0.101,0.0822750795537726
"Gdi",6.97260511717557e-06,0.192443388004359,0.527,0.406,0.082604452823179
"Sgt",6.98285489473325e-06,0.158926332891728,0.423,0.315,0.0827258819379048
"Mitofilin",7.02730217771373e-06,0.261240010389873,0.211,0.139,0.0832524488993746
"Fs(2)Ket",7.12980747929462e-06,0.249552244151021,0.522,0.404,0.0844668292072034
"enc",7.13251171351775e-06,0.493634296185817,0.25,0.174,0.0844988662700448
"fend",7.14458759895815e-06,0.309482394878699,0.356,0.264,0.0846419292848571
"NijA",7.17377161767653e-06,0.719994784174299,0.158,0.098,0.0849876723546139
"TSG101",7.21947649617286e-06,0.166860770427666,0.315,0.221,0.0855291380501598
"koi",7.25217243447781e-06,0.159696918305241,0.568,0.448,0.0859164868312586
"COX4",7.29752155690647e-06,0.231672289454002,0.546,0.431,0.0864537378846709
"CG9231",7.33047071725458e-06,0.325793477500412,0.286,0.201,0.086844086587315
"Pect",7.44138488699013e-06,0.238597040339934,0.235,0.158,0.088158086756172
"Patronin",7.5596596344588e-06,0.212248634310876,0.445,0.332,0.0895592876894334
"Rpb7",7.55986213099718e-06,0.435826449868879,0.138,0.081,0.0895616866659236
"PSR",7.70302490432677e-06,0.415281337002143,0.241,0.165,0.0912577360415592
"CG7326",7.71858113735985e-06,0.267854430468828,0.167,0.103,0.0914420307343021
"ifc",7.7511670290204e-06,0.205349244331146,0.223,0.148,0.0918280757928047
"Cyp12e1",7.83058214363795e-06,0.633872856934739,0.09,0.045,0.0927689066556788
"RpS16",7.91807701764117e-06,0.136361874862098,0.995,0.985,0.0938054584279949
"MagR",7.97262410350642e-06,0.553927740889692,0.14,0.083,0.0944516777542405
"CG33170",7.97701945913207e-06,0.189319261155696,0.276,0.191,0.0945037495323376
"CG7265",7.9846302583733e-06,0.389857947798608,0.085,0.042,0.0945939146709485
"Sec23",8.04910556516795e-06,0.400672549527462,0.197,0.129,0.0953577536305448
"Poc1",8.05927107409334e-06,0.279231545451539,0.21,0.138,0.0954781844147838
"Rap2l",8.09647117794738e-06,0.282365767810681,0.306,0.22,0.0959188940451426
"CG30423",8.25178443963027e-06,0.204890225303556,0.516,0.399,0.0977588902562998
"dre4",8.29530543384395e-06,0.18534519623765,0.37,0.272,0.0982744834747493
"Ptp4E",8.30895668896164e-06,0.382815688770975,0.305,0.22,0.0984362098941285
"Tina-1",8.33602308332715e-06,0.436539545970666,0.162,0.1,0.0987568654681767
"GstE1",8.37163205247444e-06,0.28455223643544,0.246,0.168,0.0991787249256647
"Dl",8.40041690563219e-06,0.395462073576682,0.244,0.169,0.0995197390810245
"Mvb12",8.48297697132828e-06,0.264285396341724,0.219,0.146,0.100497828179326
"Arfip",8.48559103363406e-06,0.536063015669947,0.102,0.054,0.100528796975463
"Chmp1",8.5168349643461e-06,0.202923258001036,0.691,0.561,0.100898943822608
"eas",8.58620075894236e-06,0.442343142006612,0.184,0.118,0.10172072039119
"squ",8.69130319406954e-06,0.603423262837433,0.098,0.051,0.102965868940142
"Patr-1",9.02838476840852e-06,0.19066380312179,0.231,0.154,0.106959274351336
"DCTN2-p50",9.06135573885673e-06,0.237557814069387,0.172,0.107,0.107349881438236
"SamDC",9.28774606184354e-06,0.154021950004709,0.236,0.158,0.11003192759466
"Atu",9.36527936155046e-06,0.243570313571398,0.194,0.126,0.110950464596288
"CG7332",9.42422236119188e-06,0.225936922309956,0.371,0.272,0.11164876231304
"Myo61F",9.54990001350764e-06,0.412841796600373,0.213,0.143,0.113137665460025
"CG6907",9.55400241689529e-06,0.253301911322005,0.148,0.089,0.113186266632958
"snf",9.62076947088758e-06,0.134336570532731,0.265,0.182,0.113977255921605
"Mtpalpha",9.7311658624154e-06,0.139379703549865,0.352,0.254,0.115285121972035
"ArfGAP1",9.74540288429111e-06,0.223871570694576,0.197,0.127,0.115453787970197
"CG15365",9.84532899340723e-06,0.310218235566153,0.423,0.317,0.116637612584895
"CG12237",9.90997260429053e-06,0.235136218450378,0.235,0.159,0.11740344544303
"Ubc7",9.92855152312658e-06,0.309467086765452,0.249,0.17,0.117623549894481
"Arf51F",9.93403548983184e-06,0.289319463051987,0.367,0.269,0.117688518448038
"CTPsyn",1.00606560901559e-05,0.176655133154113,0.292,0.205,0.119188592700076
"SmB",1.0129477843949e-05,0.12868048674478,0.321,0.229,0.120003924017264
"CG7656",1.036742988228e-05,0.208946171514951,0.285,0.2,0.122822941815372
"capt",1.03996443772254e-05,0.18124087489324,0.443,0.332,0.123204586936989
"fzy",1.04384857385797e-05,0.870668502144006,0.09,0.046,0.123664740544953
"AGO2",1.04391031076753e-05,0.235392004684642,0.561,0.45,0.123672054516629
"CG32278",1.04624480903266e-05,0.391510133078361,0.182,0.117,0.123948622526099
"smid",1.05144237305876e-05,0.269903733490135,0.33,0.235,0.124564377936271
"alpha-Spec",1.05152631019159e-05,0.312618496499518,0.469,0.36,0.124574321968397
"fdl",1.05318003102152e-05,0.230097206564505,0.197,0.129,0.12477023827512
"Vps24",1.05808672563333e-05,0.201190585893645,0.475,0.362,0.125351534385781
"CG14657",1.06596307026401e-05,0.28432585365566,0.234,0.157,0.126284644934177
"Karybeta3",1.06962556989922e-05,0.213001109893882,0.418,0.315,0.12671854126596
"COX8",1.07618336774338e-05,0.215643976310955,0.433,0.324,0.127495443576559
"ND-75",1.07675399865523e-05,0.132331942365135,0.238,0.16,0.127563046220685
"Hat1",1.08501781589848e-05,0.29134158227187,0.192,0.124,0.128542060649493
"Flo1",1.08604278438565e-05,0.246190294251727,0.47,0.365,0.128663488666167
"Snx27",1.0866194579016e-05,0.168190081690817,0.238,0.161,0.128731807177602
"CG2218",1.09068874711866e-05,0.189845709478178,0.228,0.152,0.129213895871148
"Eip93F",1.09786017429179e-05,0.273061033418818,0.948,0.876,0.130063494848348
"CG7920",1.09798117246566e-05,0.125366196066859,0.481,0.362,0.130077829502007
"CG15209",1.10633467746222e-05,0.303354088804117,0.315,0.225,0.131067469238949
"CG14683",1.10839718431363e-05,0.2852845647676,0.16,0.098,0.131311814425636
"Upf1",1.11902933491903e-05,0.315285279207604,0.238,0.162,0.132571405307857
"HIP",1.11977314551571e-05,0.318898831604911,0.222,0.15,0.132659524549246
"CG14401",1.12737169091953e-05,0.554883016269085,0.127,0.074,0.133559724223236
"Vps2",1.13058100020327e-05,0.232558326705617,0.392,0.292,0.133939931094081
"me31B",1.14456487530586e-05,0.274237219948563,0.394,0.295,0.135596600777485
"eIF3f1",1.15406889656595e-05,0.20296472797586,0.74,0.641,0.136722542176168
"CG4882",1.15846418354235e-05,0.198956766094019,0.175,0.11,0.137243251824262
"krz",1.16309895574988e-05,0.169716697767991,0.387,0.286,0.137792333287688
"U2af50",1.16617601749173e-05,0.196868227519949,0.347,0.251,0.138156872792246
"nod",1.17024668084691e-05,0.72123870113972,0.08,0.039,0.138639124279933
"Der-1",1.17605605449655e-05,0.152514655146495,0.342,0.246,0.139327360776207
"CG10565",1.18478309473484e-05,0.111174956200791,0.352,0.252,0.140361253233236
"CG1815",1.18849273025346e-05,0.271467086927869,0.23,0.155,0.140800733753127
"borr",1.19477532695042e-05,0.249176299463794,0.146,0.088,0.141545032983817
"Slip1",1.20279008185614e-05,0.28464733246498,0.333,0.245,0.142494540997497
"ATPsynCF6",1.20386333352241e-05,0.254522431212716,0.603,0.494,0.1426216891224
"SNRPG",1.21723326515301e-05,0.342248874639451,0.254,0.177,0.144205624922677
"Roc1a",1.22548038496555e-05,0.16545738739139,0.573,0.447,0.145182661206868
"pnut",1.22922900715214e-05,0.18548179975333,0.488,0.379,0.145626760477314
"CG17264",1.23607857463125e-05,0.388835487325127,0.17,0.108,0.146438228736564
"CG4390",1.25534717525668e-05,0.118838352421583,0.157,0.096,0.148720979852659
"CG15529",1.26007887994931e-05,0.250801424572494,0.205,0.134,0.149281544907594
"Rab35",1.26260965571613e-05,0.222687798157368,0.649,0.536,0.14958136591269
"isoQC",1.26277827530384e-05,0.627700031020839,0.086,0.044,0.149601342275246
"CG6523",1.26515712765836e-05,0.217587105916135,0.383,0.287,0.149883164913686
"CG7637",1.26872345075267e-05,0.197945177747703,0.277,0.193,0.150305667210669
"vap",1.27814918735654e-05,0.348283887458819,0.191,0.125,0.15142233422613
"Vps37B",1.28957463811064e-05,0.271512251266453,0.259,0.18,0.152775907376967
"CG17646",1.30207193495137e-05,0.221850334175316,0.632,0.515,0.154256462133689
"veli",1.31321784288403e-05,0.194087328459248,0.246,0.168,0.155576917846471
"Naxd",1.32445566856478e-05,0.222532011417913,0.249,0.169,0.156908263054869
"Srp54k",1.32475793649956e-05,0.116741220556066,0.258,0.177,0.156944072737103
"Trxr-1",1.32709180469476e-05,0.245941832504352,0.624,0.526,0.157220566102188
"VhaAC45",1.33299763246445e-05,0.209303795663461,0.568,0.446,0.157920229518064
"CG9302",1.3363270985681e-05,0.485738224063234,0.115,0.065,0.158314671367363
"CG10425",1.35013196327856e-05,0.377599196561161,0.165,0.103,0.159950133689611
"Xpac",1.3855337960856e-05,0.449423077688193,0.097,0.051,0.164144188822261
"Mgstl",1.39496595851819e-05,0.19992967074589,0.263,0.182,0.16526161710565
"GlcT",1.41854652721104e-05,0.240419987798266,0.095,0.049,0.168055207078692
"Pax",1.42194601218477e-05,0.148908784036826,0.587,0.464,0.16845794406353
"CG14245",1.42291242585432e-05,-4.34320095285548,0.003,0.024,0.168572435090961
"Nsun2",1.43404900380219e-05,0.418736086725778,0.103,0.056,0.169891785480446
"CG9248",1.43481821699192e-05,0.174075234231295,0.186,0.119,0.169982914167033
"Msh6",1.44032101231777e-05,0.643891516693604,0.078,0.038,0.170634830329286
"KdelR",1.44035641965881e-05,0.157988287229784,0.674,0.551,0.170639025036979
"eEF1delta",1.44369304149477e-05,0.246725439776552,0.49,0.388,0.171034314625885
"CG32512",1.44552028834283e-05,0.721066128003161,0.111,0.063,0.171250788559976
"CG31038",1.45225218488318e-05,0.302295927219423,0.385,0.29,0.17204831634311
"Moe",1.46808010765334e-05,0.215770645850104,0.767,0.645,0.173923450353691
"shi",1.48274243366501e-05,0.191377545901737,0.589,0.466,0.175660496116294
"RhoGAP92B",1.48925322325697e-05,0.262191809270218,0.149,0.091,0.176431829359253
"CalpB",1.49647928494157e-05,0.261146410211393,0.234,0.158,0.177287900887028
"PGRP-LC",1.50631728134687e-05,0.412972876784283,0.196,0.129,0.178453408321164
"CG34446",1.51360560957381e-05,0.628266401384482,0.1,0.054,0.17931685656621
"Rab39",1.52228050556454e-05,0.315748562306121,0.207,0.138,0.180344571494231
"Ccm3",1.52473571381873e-05,0.110286343643781,0.314,0.224,0.180635440016105
"cype",1.55727222810007e-05,0.16847924588048,0.567,0.442,0.184490040863015
"DAAM",1.5582962746611e-05,0.224670488090435,0.24,0.163,0.1846113596591
"CG14966",1.55852427917462e-05,0.478762901822442,0.122,0.071,0.184638371353817
"CG4119",1.58795609596769e-05,0.199854537194,0.271,0.188,0.188125158689292
"roq",1.5892550524866e-05,0.248943150544055,0.183,0.117,0.188279046068088
"CG1307",1.61961337923917e-05,0.205579329177733,0.277,0.195,0.191875597038465
"CHOp24",1.62007759640304e-05,0.194654283842225,0.515,0.4,0.191930592845869
"CG14715",1.62578838693567e-05,0.162192536729276,0.501,0.386,0.192607150200269
"ACC",1.6393028329957e-05,0.594484045046707,0.114,0.065,0.194208206625
"CG4768",1.64735930899985e-05,0.21517638756304,0.371,0.275,0.195162657337213
"cni",1.65744466888668e-05,0.165800026373982,0.514,0.399,0.196357469923005
"Rab11",1.66319437480981e-05,0.184064481476122,0.698,0.59,0.197038637583718
"CG9240",1.66924781153551e-05,0.286392256565419,0.249,0.173,0.197755788232612
"CG7839",1.66982520511144e-05,0.348078457446487,0.206,0.137,0.197824192049552
"Rpn10",1.6789569788088e-05,0.173510629120845,0.362,0.266,0.198906033279479
"Alg10",1.68297605095656e-05,0.588953475391385,0.131,0.078,0.199382172756824
"U2A",1.69141207001542e-05,0.247576684242427,0.18,0.116,0.200381587934727
"RpL10Ab",1.69546213267618e-05,0.143451124624618,0.986,0.983,0.200861398858148
"CG17593",1.69788542842939e-05,0.444637216583829,0.131,0.078,0.201148486706029
"Rm62",1.71240031620665e-05,0.160037111402152,0.92,0.845,0.202868065461001
"CG11089",1.74437801811809e-05,0.232549419849643,0.215,0.144,0.20665646380645
"Snx3",1.75147534943747e-05,0.137795214630619,0.367,0.267,0.207497284647857
"Gtp-bp",1.75701656468375e-05,0.118263874303399,0.399,0.295,0.208153752418084
"ctp",1.76298101560651e-05,0.193054036879977,0.827,0.77,0.208860360918903
"Dip-C",1.77248400940516e-05,0.462769659185527,0.116,0.066,0.20998618059423
"Cyp6d4",1.7747767681604e-05,0.749199493716865,0.082,0.041,0.210257803723963
"CG32022",1.79944560279442e-05,0.301046078480637,0.162,0.101,0.213180320563054
"Esyt2",1.81908204228534e-05,0.178613160516443,0.767,0.639,0.215506649549544
"CG6659",1.82179515871419e-05,0.786150407338906,0.108,0.061,0.21582807245287
"Jheh1",1.83219596399215e-05,0.264412303702536,0.073,0.034,0.21706025585415
"ND-13B",1.8687770583092e-05,0.143415158385976,0.269,0.188,0.221394018097891
"bsk",1.87221492477506e-05,0.267666090732979,0.26,0.183,0.221801302138101
"CG8891",1.87857685902704e-05,0.172245538512549,0.217,0.145,0.222555000488933
"FoxK",1.89465731531453e-05,0.224633334857168,0.377,0.281,0.224460052145312
"lt",1.90256132181819e-05,0.132157818449188,0.295,0.207,0.225396439795801
"CG12173",1.90806000576414e-05,0.642521221846337,0.144,0.089,0.226047868882877
"QIL1",1.93346096468928e-05,0.129900820184831,0.309,0.221,0.229057120486738
"rasp",1.95241501052664e-05,0.525723653201627,0.101,0.056,0.231302606297091
"TM9SF4",1.95929787619335e-05,0.363709076684575,0.185,0.121,0.232118019392626
"ATPsynbeta",1.96317774789884e-05,0.173107610095766,0.723,0.621,0.232577667793575
"ZnT86D",1.97617373089954e-05,0.237422444268244,0.226,0.152,0.234117301899669
"ghi",2.00342938301875e-05,0.2071415484545,0.341,0.248,0.237346279006232
"CG7800",2.00520489979555e-05,0.125257003551782,0.198,0.131,0.237556624478779
"CG2698",2.00628366490254e-05,0.354756800568951,0.264,0.188,0.237684425781004
"Cks30A",2.00855268763969e-05,0.233010596884385,0.162,0.101,0.237953236904674
"caz",2.01266422269232e-05,0.206443114447567,0.336,0.246,0.238440330462359
"ITP",2.02263289973227e-05,0.437235925254159,0.186,0.123,0.239621319631282
"sina",2.03037432192074e-05,0.184060258383059,0.624,0.504,0.24053844591795
"PPP4R2r",2.04069475003685e-05,0.263447350643466,0.189,0.122,0.241761107036866
"how",2.05348933538539e-05,0.210415501305128,0.991,0.979,0.243276881563107
"Cpsf5",2.05683173042276e-05,0.143473661658892,0.364,0.265,0.243672855103185
"spidey",2.08204848519173e-05,0.21737450472549,0.289,0.205,0.246660284040664
"pasi2",2.09165383476584e-05,0.183934132409825,0.34,0.25,0.247798229804709
"MTA1-like",2.09867639207031e-05,0.257858940220713,0.244,0.169,0.248630192168569
"pho",2.10941511785422e-05,0.22577772573363,0.458,0.352,0.249902409012189
"Rpb12",2.11574200832255e-05,0.246799639416459,0.306,0.221,0.250651955725972
"Ets98B",2.13041058977576e-05,0.346971017324903,0.149,0.091,0.252389742570734
"CG15611",2.13830535030051e-05,0.244551123982237,0.241,0.166,0.253325034850102
"l(3)psg2",2.16322579573264e-05,0.267761864158834,0.353,0.264,0.256277360020446
"ttm50",2.16816257952495e-05,0.189799645175962,0.172,0.11,0.256862220796321
"CG10960",2.16877558676802e-05,0.506763169500963,0.242,0.175,0.256934843764408
"Nnp-1",2.23529658262721e-05,0.240470379097983,0.21,0.141,0.264815586143845
"Myo31DF",2.24618342414906e-05,0.315961878892816,0.402,0.31,0.266105350258939
"Nup62",2.2522933110548e-05,0.251824873649447,0.222,0.151,0.266829188560662
"CG5191",2.25701743433286e-05,0.208415067678689,0.573,0.456,0.267388855445414
"Gyf",2.27749859650917e-05,0.244327145890758,0.521,0.409,0.269815258728442
"RpL22",2.277793006778e-05,0.155367340554474,0.976,0.974,0.26985013751299
"Mat89Ba",2.33429247447114e-05,0.329781025572824,0.098,0.053,0.276543629450596
"YME1L",2.34406940473846e-05,0.233336570643503,0.211,0.141,0.277701902379365
"cora",2.34621875357741e-05,0.208066792757753,0.633,0.518,0.277956535736315
"Unc-76",2.35871650351491e-05,0.197437028508824,0.424,0.32,0.279437144171411
"CG7668",2.36791117513658e-05,0.205237101369222,0.495,0.382,0.280526436918431
"ND-19",2.3712216530211e-05,0.15435489838005,0.303,0.215,0.28091862923341
"wls",2.38419121689721e-05,0.262033650709196,0.151,0.093,0.282455133465813
"Hrb27C",2.39054783756733e-05,0.119406114945394,0.98,0.96,0.283208202316602
"eIF3g1",2.3973557675072e-05,0.235592534102726,0.449,0.358,0.284014737776578
"dpa",2.40631889223491e-05,0.891007804563682,0.074,0.036,0.28507659916307
"slmo",2.41044437928091e-05,0.235830835801861,0.11,0.062,0.285565345613409
"Blos3",2.42653509528303e-05,0.3957484272992,0.154,0.096,0.28747161273818
"drk",2.44439058144328e-05,0.177876302145292,0.528,0.414,0.289586952183585
"Pur-alpha",2.44986319784637e-05,0.226499133318164,0.602,0.489,0.290235293048859
"Socs16D",2.45381750054402e-05,0.345938628841563,0.173,0.112,0.29070375928945
"CG8675",2.47361815498452e-05,0.192099203998895,0.239,0.164,0.293049542821016
"Tom40",2.47926184740136e-05,0.2238398261094,0.373,0.28,0.293718151061639
"mRpL38",2.49076148727001e-05,0.195918729145389,0.195,0.128,0.295080513396878
"epsilonCOP",2.49202281337707e-05,0.108432410939061,0.342,0.251,0.295229942700782
"Atpalpha",2.52409296997559e-05,0.214391559183092,0.732,0.621,0.299029294153008
"CG9723",2.53429151017134e-05,0.974442056437733,0.071,0.034,0.300237515209998
"Meltrin",2.54072203281077e-05,0.233754006422666,0.569,0.454,0.300999339227092
"CG42674",2.54258487154958e-05,0.229838867592904,0.459,0.366,0.301220029732479
"Pp4-19C",2.54644576910526e-05,0.24730165630897,0.264,0.186,0.301677430265901
"bocks",2.57006975684438e-05,0.399601861365271,0.126,0.075,0.304476164093354
"CG8209",2.59109994447212e-05,0.244588653812308,0.392,0.298,0.306967610421612
"blow",2.60851798153476e-05,0.180956497009015,0.401,0.3,0.309031125272422
"Tak1",2.61113998075888e-05,0.300370083073482,0.215,0.146,0.309341753520504
"CG7222",2.61169866163528e-05,0.167107901646385,0.32,0.231,0.309407940443932
"CG10311",2.62831740421497e-05,0.235284948439992,0.399,0.306,0.311376762877348
"Rpn5",2.6818996333248e-05,0.187079574117422,0.513,0.397,0.317724649559989
"awd",2.69081904698876e-05,0.182705473321487,0.825,0.765,0.318781332496759
"Rpt5",2.69199778313915e-05,0.168971720386754,0.271,0.193,0.318920977368495
"HIP-R",2.70777932430385e-05,0.344528609867177,0.21,0.143,0.320790616550277
"Cp36",2.72954767864813e-05,-3.04839854446261,0.009,0.034,0.323369513489444
"Surf6",2.73599569750911e-05,0.269882776883471,0.255,0.179,0.324133410283904
"msl-1",2.76027568055523e-05,0.349601768580603,0.212,0.143,0.327009859875378
"Tsr1",2.8226834453838e-05,0.312079348153963,0.163,0.103,0.334403307774619
"CG8243",2.83146738172911e-05,0.553798701287542,0.172,0.113,0.335443940713448
"mRpL1",2.83512586397035e-05,0.369128972331157,0.159,0.101,0.335877361104568
"Cbl",2.85353474176387e-05,0.134055424232777,0.253,0.176,0.338058260856766
"CG9853",2.92131227945838e-05,0.250366431618992,0.167,0.107,0.346087865747434
"Ufc1",2.94400365993923e-05,0.194274932720782,0.152,0.095,0.348776113593
"CG10462",2.94455928599822e-05,0.127184394874521,0.221,0.15,0.348841938612209
"eIF3c",2.96022875371533e-05,0.2023493611501,0.563,0.461,0.350698300452655
"CAH3",2.96178827519771e-05,0.210704130747204,0.424,0.33,0.350883056962673
"Pgk",2.98027517762331e-05,0.180597900865182,0.597,0.483,0.353073200293034
"CG12343",2.99364302419534e-05,0.153947290909796,0.292,0.21,0.354656889076422
"Alh",3.03159211406998e-05,0.247663931256005,0.279,0.2,0.359152717753871
"CG2767",3.03609204776281e-05,0.255294434598451,0.234,0.163,0.35968582489846
"CG1840",3.05371126496829e-05,0.191913622091876,0.259,0.184,0.361773173560793
"eIF4H1",3.07953547552775e-05,0.228882346092863,0.608,0.484,0.364832567785773
"Pgm2a",3.08562627117858e-05,0.358897256945588,0.149,0.093,0.365554144346527
"CG4038",3.09660429690185e-05,0.220751407627078,0.417,0.322,0.366854711053963
"pins",3.11942034337556e-05,0.145003380107442,0.181,0.117,0.369557728079703
"CG15784",3.13263055590068e-05,0.103250045570347,0.253,0.173,0.371122741957553
"SH3PX1",3.13562868558932e-05,0.252204244269268,0.218,0.149,0.371477930381767
"Aatf",3.17059066942808e-05,0.460292463998637,0.136,0.083,0.375619876607145
"CG8086",3.18126345845993e-05,0.94778134927893,0.042,0.015,0.376884281923748
"CG4662",3.22406660574183e-05,0.216983140495974,0.156,0.098,0.381955170782234
"LSm7",3.23840145141112e-05,0.21171753964866,0.223,0.152,0.383653419948676
"betaTub60D",3.24801711175112e-05,0.218541320001604,0.399,0.305,0.384792587229155
"egl",3.30247591128159e-05,0.28111981987123,0.208,0.142,0.39124432120953
"eEF1beta",3.33617190186062e-05,0.282257634440387,0.608,0.529,0.395236285213427
"CG8485",3.34167591240697e-05,0.339153619634563,0.136,0.083,0.395888345342854
"GC1",3.35368253607802e-05,0.360408933380901,0.115,0.066,0.397310770049164
"CG15107",3.36474852045715e-05,0.271495388759624,0.146,0.091,0.398621757218559
"Gdh",3.38611163205756e-05,0.211147441917268,0.401,0.307,0.401152645049859
"ZnT41F",3.40316753661237e-05,0.659434917643915,0.08,0.041,0.403173258062467
"CycT",3.43077046169091e-05,0.265801226300629,0.436,0.339,0.406443376596522
"Nup50",3.45410561188972e-05,0.54542828840313,0.12,0.071,0.409207891840575
"GEFmeso",3.48297317371353e-05,0.283482045582167,0.426,0.334,0.412627831889842
"AIMP1",3.50946053498305e-05,0.287983999650891,0.157,0.1,0.415765789579442
"Ubi-p5E",3.53480556512311e-05,0.214130425841645,0.833,0.753,0.418768415300135
"CycB3",3.53975522746377e-05,0.429042657091593,0.105,0.059,0.419354801797633
"RpL30",3.60217863194972e-05,0.189044134033033,0.882,0.843,0.426750102527083
"cin",3.62487081612972e-05,0.156462269015293,0.159,0.101,0.429438445586888
"CG31815",3.71384671955833e-05,0.758419281163936,0.081,0.042,0.439979420866075
"CG10359",3.72191131202165e-05,0.808683417462308,0.122,0.074,0.440934833135204
"bys",3.7594535922825e-05,0.356358363144467,0.109,0.062,0.445382467077708
"CG15111",3.79220778528205e-05,0.26703982849127,0.192,0.128,0.449262856322365
"trc",3.81306572909042e-05,0.402438556253026,0.153,0.097,0.451733896925342
"l(2)k09848",3.81721244736875e-05,0.380455091524274,0.131,0.08,0.452225158639776
"sle",3.81973279217068e-05,0.170417974305287,0.3,0.218,0.45252374388846
"frj",3.83514851907848e-05,0.165013245939357,0.251,0.175,0.454350045055227
"AIMP2",3.83566766893088e-05,0.186286595121487,0.174,0.113,0.454411548738242
"ND-39",3.84903670223547e-05,0.219945927707762,0.425,0.327,0.455995378113836
"Sf3b6",3.86347404955611e-05,0.122201697593197,0.482,0.364,0.457705770650912
"kek1",3.88307266555202e-05,0.305924455019316,0.563,0.469,0.460027618687948
"CG6685",3.9022309716262e-05,0.834849376595035,0.065,0.031,0.462297303208556
"CG1827",3.964615881017e-05,0.32323887236805,0.189,0.126,0.469688043424084
"CG9921",3.97521297016371e-05,0.2350923946586,0.258,0.182,0.470943480575295
"RpS29",3.9810874762286e-05,0.165255937007153,0.967,0.976,0.471639433308803
"mid",4.01810885476814e-05,-1.7220964250579,0.028,0.062,0.476025356024382
"gek",4.06006544854508e-05,0.58662739299135,0.116,0.069,0.480995953689135
"Pfdn2",4.1081875626082e-05,0.161877434050749,0.392,0.297,0.486696980542193
"SF2",4.13487716045516e-05,0.182917559230651,0.657,0.547,0.489858897199123
"tko",4.16957178261857e-05,0.219123651528733,0.188,0.125,0.493969169086823
"CG11555",4.17649312746346e-05,0.253812582212828,0.187,0.125,0.494789140810597
"CG11444",4.18912458526913e-05,0.113127730166728,0.356,0.259,0.496285589616833
"RpL41",4.19840993476183e-05,0.166487627012859,0.962,0.956,0.497385624971234
"CG31689",4.20541160621585e-05,0.232930139714826,0.541,0.438,0.498215112988392
"ND-51",4.2165609749368e-05,0.114184615187582,0.313,0.228,0.499535978700762
"eIF4EHP",4.24315648045491e-05,0.189428300285226,0.533,0.414,0.502686748239493
"MAPk-Ak2",4.37188807560402e-05,0.200782850764437,0.53,0.419,0.517937580316808
"CG11151",4.40409898271006e-05,0.168535864805864,0.541,0.427,0.521753606481661
"CG33217",4.42495056180518e-05,0.156069757899332,0.333,0.246,0.52422389305706
"CG5986",4.42807415911423e-05,0.18067878452199,0.373,0.283,0.524593945630263
"Haspin",4.44891084697905e-05,0.191424225795061,0.538,0.429,0.527062468041608
"Rop",4.45203061572254e-05,0.582940625397828,0.109,0.063,0.527432067044649
"CG14292",4.46618418496111e-05,-2.17154062065251,0.015,0.042,0.529108840392343
