"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"mt:CoI",2.2916064032419e-189,-1.07721229484076,1,1,2.71486610592068e-185
"mt:CoII",3.24049508933925e-187,-1.05773740673432,1,1,3.83901453234021e-183
"mt:CoIII",7.09742579106774e-183,-1.00688287516781,1,1,8.40832033467795e-179
"mt:ATPase6",9.33418125898693e-174,-1.11016785608396,0.999,1,1.10582045375218e-169
"mt:Cyt-b",1.5060769094702e-126,-0.816656904826567,1,1,1.78424931464934e-122
"mt:ND1",1.03139361852887e-83,-1.03245169907595,0.848,0.944,1.22189201987115e-79
"mt:ND5",3.99813402937777e-78,-0.766500373253761,0.978,0.997,4.73658938460384e-74
"Vm34Ca",5.80721451367092e-71,-4.17250511302071,0.038,0.305,6.87980703434594e-67
"SCaMC",4.6801288731407e-69,1.14666569909612,0.776,0.48,5.54454867600979e-65
"mt:ND3",1.34874905353163e-61,-1.19656249343132,0.582,0.772,1.59786300371892e-57
"mt:ND4",1.54186307656577e-53,-0.504705842441989,0.998,0.999,1.82664518680746e-49
"Yp2",7.75572504321673e-33,-1.70320023321819,0.173,0.366,9.18820745869886e-29
"Cyt-c-p",3.89085669393421e-30,0.846148931745219,0.575,0.353,4.60949792530386e-26
"CG7220",2.58649977568814e-29,0.82334264832393,0.774,0.585,3.06422628425774e-25
"DIP-alpha",3.5614574325987e-29,-0.549306905758043,0.939,0.971,4.21925862039968e-25
"Rel",1.1236628080258e-28,1.39028661704924,0.469,0.26,1.33120332866817e-24
"Vm26Aa",2.57484805624234e-27,-3.6137291363146,0.022,0.14,3.0504224922303e-23
"Myc",2.18758106457738e-25,0.495185694813789,0.92,0.789,2.59162728720482e-21
"eEF1alpha1",6.50325343547342e-25,0.311537268936513,0.998,0.992,7.70440434500536e-21
"Hsc70-4",9.74920038694187e-25,0.297524596803003,0.977,0.934,1.154987769841e-20
"alphaTub84B",8.60462356241239e-24,0.374543942215856,0.975,0.942,1.019389753439e-19
"Socs36E",1.0182697373193e-22,0.43709256210663,0.949,0.847,1.20634415780218e-18
"B4",1.06740630696127e-22,0.849412629319655,0.446,0.252,1.26455625185702e-18
"alpha-Est9",1.12082079660898e-22,0.686716139700909,0.624,0.422,1.32783639774266e-18
"mt:ATPase8",4.6303218927553e-22,-1.64477140496253,0.188,0.334,5.48554234634721e-18
"Vm26Ab",2.71235255577605e-21,-2.73654540448872,0.048,0.16,3.21332407282788e-17
"RpL14",6.56992618812746e-21,0.324080181190905,0.987,0.981,7.7833915550746e-17
"Pka-R2",7.04553136804503e-21,0.508845186983705,0.971,0.925,8.34684101172295e-17
"RpL23A",1.11160979851077e-20,0.314216511112064,0.974,0.957,1.31692412829571e-16
"luna",1.69215192995861e-20,0.642774453909641,0.59,0.4,2.00469239142197e-16
"CG6231",2.0620206997732e-20,0.750130913731713,0.443,0.255,2.44287592302131e-16
"cwo",2.15875055001437e-20,0.442958042522963,0.859,0.722,2.55747177660203e-16
"cv-c",2.4947268143248e-20,0.443907118430384,0.992,0.969,2.95550285693059e-16
"Thor",2.86934783321676e-20,-0.980857099428014,0.433,0.556,3.3993163780119e-16
"CG31183",3.64200227720478e-20,1.32251479693125,0.239,0.103,4.31468009780451e-16
"RpS27A",1.87299166357703e-19,0.372982962051916,0.962,0.939,2.2189332238397e-15
"RpS14a",4.30298268730369e-19,0.363635909773851,0.934,0.879,5.09774358964868e-15
"eEF5",4.39529185126027e-19,0.369991552162336,0.938,0.894,5.20710225618805e-15
"Cp15",9.10932471297476e-19,-4.34761921651811,0.02,0.106,1.07918169874612e-14
"Act5C",1.67971403817092e-18,0.465653057131073,0.948,0.914,1.98995722102109e-14
"CG30460",2.8974138556688e-18,0.602282155756364,0.741,0.582,3.43256619481083e-14
"trol",4.26284614928789e-18,0.412201727568987,0.962,0.924,5.05019383306137e-14
"RpL3",7.05610451849078e-18,0.265333808374461,0.987,0.966,8.35936702305603e-14
"RpS3",9.75255381664876e-18,0.24208769309562,0.982,0.974,1.15538505065838e-13
"CG11791",1.15300952597109e-17,0.477927957044954,0.786,0.608,1.36597038541795e-13
"bdl",1.96188432868981e-17,0.546565680851923,0.489,0.311,2.32424436419882e-13
"mt:ND2",2.06748672369309e-17,-0.612241483151851,0.621,0.7,2.44935152155921e-13
"corto",2.12672754396513e-17,0.475788409903028,0.916,0.811,2.51953412133549e-13
"CCT6",2.65477937788625e-17,0.578194379991776,0.46,0.29,3.14511712898184e-13
"CG32982",7.5780928925053e-17,0.61699148148545,0.584,0.414,8.97776664975103e-13
"Tsp42Ee",7.62809289095011e-17,0.32586818781376,0.98,0.964,9.03700164790859e-13
"RpL31",8.79404487979834e-17,0.259824276000018,0.989,0.986,1.04183049690971e-12
"RpL4",1.62199846572794e-16,0.273098178035781,0.961,0.941,1.92158158234789e-12
"RpLP2",2.75040772708345e-16,0.292283252677485,0.985,0.969,3.25840803427576e-12
"Tctp",3.94259504583596e-16,0.30768502576341,0.913,0.868,4.67079235080187e-12
"Ets21C",6.80462300784316e-16,1.37678039800795,0.152,0.056,8.06143687739179e-12
"RpL13",7.52559995655138e-16,0.283775534234941,0.976,0.956,8.91557826852641e-12
"14-3-3epsilon",1.64553263473331e-15,0.300433411689294,0.931,0.882,1.94946251236855e-11
"bel",1.93288373656132e-15,0.334869749705775,0.838,0.695,2.28988736270419e-11
"CG2765",2.01044282870465e-15,0.658481852878892,0.348,0.202,2.3817716191664e-11
"dl",2.13617846744373e-15,0.483922434434806,0.843,0.723,2.53073063038058e-11
"Gadd45",5.54709229796421e-15,0.916441294061972,0.49,0.339,6.5716402453982e-11
"RpL10",6.7459655927758e-15,0.255155856749421,0.966,0.949,7.99194543776148e-11
"Lac",8.15272143234406e-15,0.551693787673904,0.592,0.427,9.65852908089801e-11
"CG12290",1.2025698042838e-14,0.294385283584126,0.633,0.442,1.42468444713502e-10
"eEF2",1.28405179868469e-14,0.301038386325633,0.906,0.85,1.52121616590175e-10
"AdamTS-A",1.31013069106413e-14,0.589056356148396,0.69,0.544,1.55211182970368e-10
"sty",1.65255919817042e-14,0.559099895865916,0.721,0.556,1.95778688207249e-10
"AnxB9",1.9372741446267e-14,0.257854864768027,0.985,0.955,2.29508867913925e-10
"CG11050",2.39300553143246e-14,0.550185353600097,0.54,0.382,2.83499365308804e-10
"RhoL",2.91607066942876e-14,1.02578018857425,0.214,0.104,3.45466892207225e-10
"olf186-M",3.5852554892352e-14,0.854980327348891,0.372,0.23,4.24745217809694e-10
"CG2865",3.79233131087703e-14,0.455510641777606,0.78,0.613,4.49277490399602e-10
"RpL24",4.19181750359281e-14,0.241270225853074,0.983,0.963,4.9660461965064e-10
"Xrp1",4.5189678914384e-14,0.3635720099743,0.92,0.824,5.35362126098707e-10
"Jra",4.55189798943576e-14,0.612346893069868,0.473,0.315,5.39263354808454e-10
"loco",4.98023463747278e-14,0.620759043142135,0.389,0.245,5.90008397501401e-10
"FASN1",5.26613737251517e-14,0.65104705372875,0.272,0.146,6.23879294521872e-10
"RpL21",6.19333776087104e-14,0.242243405099232,0.979,0.977,7.33724724530392e-10
"chic",6.39835909598819e-14,0.334381079994235,0.85,0.772,7.58013602101721e-10
"CG33926",7.03532852001554e-14,0.748638140784898,0.526,0.383,8.33475369766242e-10
"tx",8.29968017771285e-14,0.711723442676347,0.244,0.126,9.83263110653642e-10
"Hmgcr",9.01462067230282e-14,0.911836368997737,0.299,0.172,1.06796211104771e-09
"Drs",1.07321585268549e-13,3.54400031578342,0.047,0.003,1.2714388206765e-09
"Act42A",1.38777645037439e-13,0.509204780595145,0.567,0.427,1.64409876075854e-09
"CCT2",1.99945137625326e-13,0.405509686037189,0.509,0.34,2.36875004544723e-09
"CG9436",2.69674589403826e-13,0.954094074632338,0.203,0.099,3.19483486066713e-09
"sqh",3.35557444492472e-13,0.379910035419697,0.852,0.743,3.97534904490232e-09
"Chd64",4.24045589472768e-13,0.255343073232751,0.966,0.947,5.02366809848388e-09
"Mlc-c",4.66823650315046e-13,0.330023007302397,0.802,0.692,5.53045978528235e-09
"Unr",4.92314479264558e-13,0.291545499014032,0.915,0.812,5.83244963584722e-09
"CG14207",5.04463763317721e-13,0.437682848212882,0.827,0.71,5.97638220402504e-09
"spin",5.79850207655758e-13,0.394700527207647,0.556,0.385,6.86948541009777e-09
"RpS2",6.13130784327152e-13,0.269826226668548,0.956,0.948,7.26376040192377e-09
"RpL17",6.21028975814377e-13,0.260559332389612,0.976,0.974,7.35733027647292e-09
"eIF4A",6.7419029413526e-13,0.212244071655702,0.965,0.939,7.98713241462042e-09
"babos",6.74912843290148e-13,0.39157461582152,0.661,0.516,7.99569245445838e-09
"Nmdmc",9.48908989394833e-13,0.637197823934919,0.326,0.196,1.12417247973606e-08
"stck",9.7254527609796e-13,0.374249126777941,0.572,0.405,1.15217438859325e-08
"RpS24",9.75209951700839e-13,0.228418428354424,0.972,0.966,1.15533122977998e-08
"CNBP",1.01245753201327e-12,0.231242459185486,0.932,0.908,1.19945843817612e-08
"Tollo",1.1465977583647e-12,0.537442777718737,0.501,0.35,1.35837436433466e-08
"sky",1.39452139051223e-12,0.50908521058051,0.426,0.277,1.65208949133984e-08
"CG5390",1.76205586807046e-12,0.377001875263145,0.639,0.469,2.08750758690307e-08
"CG44325",2.83919285108653e-12,0.603979452625007,0.585,0.443,3.36359177068221e-08
"EndoGI",3.43796933893904e-12,0.41657040835101,0.389,0.247,4.07296227584108e-08
"subdued",3.51459740093978e-12,1.16695591485691,0.119,0.044,4.16374354089336e-08
"Rab6",3.67895702420857e-12,0.483789093112484,0.441,0.292,4.3584603865799e-08
"CG5346",3.76957532732187e-12,0.588617762379322,0.296,0.174,4.46581589027822e-08
"RpS3A",4.59521684780973e-12,0.245766769513764,0.98,0.971,5.44395339960018e-08
"Rpt4",5.3344961994721e-12,0.520557718082693,0.364,0.228,6.3197776475146e-08
"mt:ND6",5.78138111039166e-12,-0.487920531009119,0.674,0.718,6.849202201481e-08
"RpL19",6.73943321914684e-12,0.247050614623448,0.985,0.966,7.98420653472326e-08
"Vta1",6.98355580131616e-12,0.510005273470942,0.397,0.257,8.27341855781926e-08
"Rap1",7.07114379676925e-12,0.325751754547957,0.822,0.683,8.37718405603253e-08
"RpL6",7.71721894436348e-12,0.261287309913253,0.962,0.953,9.14258928338741e-08
"RpS15",7.7233302456583e-12,0.235856079848397,0.978,0.974,9.14982934203138e-08
"Yp1",7.72373616072561e-12,-1.40133988842819,0.085,0.172,9.15031022961164e-08
"Syp",7.74768711497154e-12,0.254171126598622,0.96,0.931,9.17868492510678e-08
"meso18E",1.09651482683717e-11,0.485177012439352,0.449,0.301,1.299041115354e-07
"CG14696",1.14901153510437e-11,0.788526522104413,0.33,0.211,1.36123396563814e-07
"CG7011",1.28928472910189e-11,0.681775320054828,0.182,0.088,1.52741561856701e-07
"CG2199",1.29119439538298e-11,0.477657871807435,0.264,0.151,1.52967800021022e-07
"robo2",1.4726189562396e-11,0.355330286709587,0.786,0.655,1.74461167745705e-07
"Swip-1",1.49022548650746e-11,0.892342581498664,0.255,0.148,1.76547013386538e-07
"CG9636",1.70184706729926e-11,0.640401346193739,0.219,0.117,2.01617822062944e-07
"hdly",2.2093621860235e-11,0.434113867092683,0.772,0.633,2.61743138178204e-07
"Drice",2.49496066610322e-11,0.584037727497448,0.233,0.128,2.95577990113248e-07
"DppIII",2.97116181899088e-11,0.839484168133823,0.181,0.09,3.51993540695849e-07
"Spn42Dd",3.38223685707006e-11,0.406507950233211,0.438,0.295,4.0069360045709e-07
"RpS6",3.82418238650077e-11,0.288780424339915,0.939,0.913,4.53050887328746e-07
"RpS15Aa",3.96370911040135e-11,0.292361430306509,0.92,0.874,4.69580618309248e-07
"kay",4.7035289431108e-11,0.354460931809509,0.936,0.856,5.57227073890336e-07
"cpa",5.22296058712281e-11,0.458689721026377,0.252,0.142,6.1876414075644e-07
"CG6115",5.69929993187036e-11,0.412370184466553,0.481,0.332,6.75196062928682e-07
"Tre1",6.3849718928451e-11,0.511983096415909,0.335,0.211,7.56427620145359e-07
"Vha26",6.42524267038861e-11,0.303924151822709,0.772,0.643,7.61198499160939e-07
"Pgd",7.23798516882819e-11,0.4707094156806,0.296,0.178,8.57484102951075e-07
"CG32368",7.56407643006232e-11,0.667802045583282,0.369,0.252,8.96116134669483e-07
"Rac2",9.01012430268004e-11,0.319749030573979,0.841,0.746,1.0674294261385e-06
"sick",9.98758290482477e-11,0.504917464685376,0.407,0.275,1.18322894673459e-06
"Pgant2",1.02256774599471e-10,0.732024279537783,0.326,0.213,1.21143600867993e-06
"Graf",1.1220801541354e-10,0.367467972209611,0.485,0.335,1.32932835860421e-06
"RASSF8",1.12861828254451e-10,0.479179690845741,0.351,0.223,1.33707407933048e-06
"RpL37A",1.15101828154206e-10,0.242534305161223,0.98,0.976,1.36361135814287e-06
"RpL5",1.18010099417285e-10,0.33739292175688,0.887,0.833,1.39806564779657e-06
"Orct2",1.20093118098073e-10,1.07479953030305,0.138,0.062,1.42274317010787e-06
"spz",1.20757017595575e-10,0.47066307300109,0.63,0.504,1.43060838745478e-06
"Eb1",1.29683331993869e-10,0.299918512869651,0.769,0.645,1.53635843413137e-06
"eIF1",1.36559737258252e-10,0.315039458437847,0.751,0.612,1.61782320729851e-06
"Arc1",1.38465986216942e-10,0.338802031104002,0.73,0.604,1.64040653871211e-06
"Csp",1.43703491287562e-10,0.468750892166865,0.362,0.237,1.70245526128374e-06
"RpS10b",1.57569283354691e-10,0.243682194753018,0.969,0.952,1.86672329990302e-06
"RpL40",1.79566399785542e-10,0.232002109539339,0.942,0.91,2.12732313825932e-06
"RpL32",1.80614017584204e-10,0.241389471194942,0.973,0.972,2.13973426632007e-06
"AdSS",1.82419837791801e-10,0.381421100411158,0.545,0.392,2.16112781831946e-06
"VhaAC39-1",2.27155342707333e-10,0.361078252479193,0.444,0.301,2.69110934505378e-06
"His3.3B",2.27608943866825e-10,0.243248571367329,0.952,0.912,2.69648315799028e-06
"Cyp6a20",2.40482325518341e-10,0.913876147317002,0.151,0.072,2.84899411041579e-06
"CG8399",2.45169884046704e-10,0.334943336462338,0.601,0.442,2.9045276163013e-06
"eIF3a",2.58120266888321e-10,0.424705365865434,0.458,0.322,3.05795080182594e-06
"RpL13A",3.08653281832089e-10,0.229925706763174,0.981,0.964,3.65661542986476e-06
"CG11357",3.09148418766697e-10,0.589423242823382,0.251,0.148,3.66248131712905e-06
"RpS26",3.26021590131637e-10,0.1790918992787,0.992,0.991,3.8623777782895e-06
"Ect4",3.3498162871125e-10,0.392370617806391,0.96,0.909,3.96852735534218e-06
"Rack1",3.43004033141359e-10,0.302834038831633,0.895,0.858,4.06356878062568e-06
"side-VIII",3.50101654148679e-10,0.456174559139039,0.398,0.27,4.1476542966994e-06
"CG6701",4.15022060812142e-10,0.458203672939076,0.604,0.453,4.91676635444144e-06
"AP-1-2beta",4.27800458462862e-10,0.675645800622511,0.17,0.086,5.06815203140952e-06
"Baldspot",4.34387994201026e-10,0.622474336028468,0.242,0.143,5.14619456729956e-06
"RpL37a",4.45371285778445e-10,0.198874624249632,0.982,0.972,5.27631362261724e-06
"Phm",4.72774992555172e-10,0.464603802616762,0.306,0.19,5.60096533680112e-06
"ATP6AP2",4.80204401053832e-10,0.296751690645418,0.572,0.415,5.68898153928475e-06
"RpL7A",5.0793656140649e-10,0.221942032255862,0.98,0.971,6.01752444298269e-06
"Past1",5.53251156922428e-10,0.375711582942905,0.346,0.22,6.55436645606e-06
"Arp3",6.32117745990167e-10,0.548302877149844,0.291,0.181,7.48869893674551e-06
"cher",6.58140843821661e-10,0.48210446924344,0.432,0.3,7.79699457675522e-06
"CG30195",7.23682578585964e-10,0.457289370487522,0.401,0.275,8.57346750850792e-06
"Rala",7.35261262076e-10,0.384162253969021,0.753,0.616,8.71064017181437e-06
"Ntf-2",7.47430117203456e-10,0.379034086047202,0.604,0.462,8.85480459850934e-06
"FER",7.68754440859464e-10,0.421876794663665,0.6,0.476,9.10743386086207e-06
"CG32486",7.84248837089222e-10,-0.513504611764188,0.671,0.683,9.29099597299601e-06
"p23",8.11065122556525e-10,0.297065899445525,0.812,0.715,9.60868850692715e-06
"CD98hc",8.13356558975918e-10,0.469173216458777,0.276,0.168,9.6358351541877e-06
"Pdp1",9.20399356252091e-10,0.26085041775607,0.87,0.791,1.09039711735185e-05
"Tapdelta",9.72543186977676e-10,0.39860334308142,0.535,0.387,1.15217191361245e-05
"CG12945",1.02436619600094e-09,0.341528230881056,0.42,0.28,1.21356663240231e-05
"CG45080",1.03966972811136e-09,-7.25576176151772,0,0.031,1.23169672689353e-05
"Nrg",1.04343646401605e-09,0.303394148145953,0.954,0.899,1.23615917891981e-05
"nrv1",1.05936028753921e-09,0.466546998572217,0.361,0.242,1.25502413264771e-05
"ATPsynC",1.12254675415259e-09,0.191654413714891,0.912,0.88,1.32988113964458e-05
"CG11857",1.12522699308815e-09,0.369991607902176,0.346,0.223,1.33305641871153e-05
"Khc",1.18315158793354e-09,0.343982303034298,0.522,0.384,1.40167968622486e-05
"GMF",1.28193374992331e-09,0.310845374088374,0.428,0.293,1.51870691353415e-05
"Galphaq",1.31865592502142e-09,0.679872902490938,0.243,0.146,1.56221167437288e-05
"Cyp6a13",1.32803812597175e-09,0.396087559620382,0.312,0.193,1.57332676783873e-05
"Pvf2",1.49818939267516e-09,0.56734931867243,0.239,0.14,1.77490497350226e-05
"CG17224",1.57198062046642e-09,0.469541783795853,0.455,0.326,1.86232544106656e-05
"Drat",1.65792507503895e-09,0.505876025645762,0.315,0.205,1.96414383639864e-05
"kdn",1.67262825414097e-09,0.68775617197607,0.247,0.149,1.98156269268081e-05
"spri",1.78570152510188e-09,0.333333514863061,0.834,0.722,2.1155205967882e-05
"out",1.93906222738282e-09,0.419269616063673,0.404,0.28,2.29720702078043e-05
"CG5835",1.95069531993749e-09,0.990904361127071,0.132,0.062,2.31098874552994e-05
"Rb97D",2.02274205596017e-09,0.443312623355686,0.248,0.149,2.39634251369601e-05
"CG4199",2.05286899822112e-09,0.470010845181996,0.377,0.257,2.43203390219256e-05
"pAbp",2.11650724123989e-09,0.158867280519334,0.998,0.994,2.50742612869689e-05
"CG32485",2.28249756975207e-09,0.735678141984981,0.142,0.069,2.70407487088528e-05
"bic",2.34585854952409e-09,0.23027477134462,0.852,0.775,2.77913862362118e-05
"vir-1",2.69692748380531e-09,0.685206157765287,0.314,0.208,3.19504999006415e-05
"mRpL55",2.92116127915783e-09,0.550540922083615,0.183,0.099,3.46069976741828e-05
"Cyp6a9",3.00494508787496e-09,0.999420041486811,0.104,0.043,3.55995844560547e-05
"RpL28",3.08112747012232e-09,0.215597159631048,0.955,0.932,3.65021171385391e-05
"Fit1",3.4774797184962e-09,0.31093832692694,0.468,0.328,4.11977022250245e-05
"Ppa",3.56763519280484e-09,0.375946747226876,0.544,0.412,4.22657741291589e-05
"Mmp1",3.83040477362064e-09,0.601522106812359,0.284,0.183,4.53788053530837e-05
"Rpt1",3.92157931157127e-09,0.34419251323064,0.419,0.29,4.64589501041848e-05
"Dph5",3.95352026061765e-09,0.445709719638087,0.25,0.15,4.68373545275373e-05
"Cds",3.97516253118233e-09,0.511698634462837,0.146,0.072,4.70937505069171e-05
"Irc",4.26373273766867e-09,0.567319668128618,0.279,0.178,5.05124417431607e-05
"CG30069",4.48877991897656e-09,0.394030843051055,0.833,0.757,5.31785757001153e-05
"CCT4",4.59455693569656e-09,0.337925678322515,0.512,0.371,5.44317160171971e-05
"CG2310",4.66387806438212e-09,0.315059950733543,0.432,0.3,5.5252963428735e-05
"parvin",4.80122390328648e-09,0.351125885804539,0.406,0.281,5.68800995822349e-05
"RpS18",4.88127357746221e-09,0.191632154988605,0.992,0.989,5.78284480721948e-05
"CG31342",5.11721697076468e-09,0.785578914180842,0.155,0.08,6.06236694526492e-05
"Tsp42Ed",5.19148070409673e-09,0.501694175692537,0.397,0.275,6.15034719014339e-05
"GCS2alpha",5.24240677163811e-09,0.394332888373244,0.338,0.223,6.21067930235967e-05
"Ten-m",5.47154512820351e-09,0.405835709312814,0.545,0.409,6.48213951338269e-05
"Dro",5.78820990445835e-09,1.85539171436187,0.114,0.053,6.8572922738118e-05
"CG10512",6.52864439789734e-09,0.64319691523666,0.1,0.041,7.73448501818898e-05
"CG30484",6.726614250745e-09,1.17425528488545,0.169,0.093,7.9690199028576e-05
"eIF2alpha",6.95821885616246e-09,0.451804319685819,0.392,0.277,8.24340187889567e-05
"Pdi",7.00975992671129e-09,0.288473726625013,0.728,0.603,8.30446258517487e-05
"Sdc",7.26902616522163e-09,0.338503899737889,0.806,0.669,8.61161529793806e-05
"Tat",7.31370118924253e-09,0.327110228951979,0.441,0.31,8.66454179889562e-05
"CG17734",7.65399822325413e-09,0.497914457317171,0.294,0.193,9.06769169508917e-05
"cib",7.67302310295144e-09,0.28974125104427,0.85,0.751,9.09023047006657e-05
"CG4250",7.78338329836012e-09,0.519495112235466,0.466,0.347,9.22097419356723e-05
"prage",7.9932837041306e-09,0.487146053443255,0.428,0.312,9.46964320428352e-05
"sta",8.33154197438948e-09,0.223251786309297,0.971,0.965,9.87037777705922e-05
"CG42807",8.47310593443224e-09,-2.23468929669301,0.017,0.061,0.000100380886005219
"CG10321",8.83252810439012e-09,0.539917105153493,0.223,0.132,0.00010463896045271
"Pa1",9.39692885861612e-09,0.409976405089787,0.274,0.172,0.000111325416188025
"BI-1",9.40352896362459e-09,0.39533605448076,0.428,0.308,0.00011140360763206
"Rab10",9.85666475897188e-09,0.258565262005418,0.561,0.408,0.00011677190739954
"sesB",1.01263088286523e-08,0.234765701765838,0.859,0.787,0.000119966380693043
"sra",1.01965789709486e-08,0.592693915825143,0.347,0.24,0.000120798871068828
"Mtpbeta",1.16878195010976e-08,0.518790540595675,0.321,0.215,0.000138465597629503
"RpLP1",1.17447242577848e-08,0.193057082767773,0.989,0.99,0.000139139748281976
"fax",1.17955508589732e-08,0.311714668715303,0.819,0.72,0.000139741891026255
"CrebA",1.21411261156054e-08,0.449285191222058,0.27,0.172,0.000143835921091577
"Arp1",1.22917648121445e-08,0.252367592822109,0.366,0.244,0.000145620537729475
"pst",1.31735421392735e-08,0.324611373167528,0.659,0.521,0.000156066953723973
"sog",1.34254251376951e-08,0.296138695860914,0.672,0.531,0.000159051011606274
"sqd",1.38116573706316e-08,0.195254649626526,0.952,0.915,0.000163626704869873
"TM9SF2",1.46760255299459e-08,0.411812932235904,0.341,0.23,0.000173866874453269
"Ugt317A1",1.55346603503072e-08,0.36892749486672,0.342,0.228,0.000184039121170089
"Nazo",1.57082340102488e-08,0.587179900956513,0.247,0.154,0.000186095448319417
"Hrb98DE",1.66322534683879e-08,0.283123749275097,0.679,0.539,0.000197042306839991
"Fas3",1.68523793572476e-08,0.204914857091603,0.75,0.616,0.000199650138245312
"Deaf1",1.70646736220474e-08,0.634916667881925,0.166,0.089,0.000202165188400396
"CG10103",1.72681860172479e-08,0.31382699519307,0.324,0.213,0.000204576199746336
"Tep4",1.77223184302016e-08,0.437691996627222,0.551,0.436,0.000209956306442598
"rgn",1.88482814358976e-08,0.305334300443008,0.902,0.84,0.000223295590171079
"CG7378",1.93112481498725e-08,0.288837639281669,0.609,0.461,0.000228780356831539
"Sec61alpha",1.95421376726263e-08,0.284164201519011,0.36,0.242,0.000231515705007603
"cv",1.97102145869592e-08,0.364024713803195,0.27,0.168,0.000233506912211705
"Yeti",2.12798027179943e-08,0.298955358895308,0.669,0.542,0.000252101822800078
"CG12780",2.15729924771807e-08,-2.67573142244665,0.01,0.048,0.00025557524187716
"Nrt",2.15874649773511e-08,0.354130401485871,0.546,0.409,0.000255746697586678
"NAT1",2.23636691703712e-08,0.238885210559837,0.679,0.535,0.000264942388661388
"Tes",2.27124744670009e-08,0.5196084729504,0.198,0.114,0.000269074685010559
"UQCR-C2",2.43787236680126e-08,0.26968865125729,0.424,0.297,0.000288814739294946
"D1",2.47759591714461e-08,0.305162326222821,0.643,0.514,0.000293520788304122
"CG9132",2.50347191183649e-08,0.265635930421654,0.373,0.252,0.000296586317395269
"His2Av",2.62091821764629e-08,0.212724966463672,0.756,0.646,0.000310500181244556
"CG9281",2.71476440071373e-08,0.316608036620097,0.379,0.261,0.000321618138552556
"form3",2.77904842985413e-08,0.244679898838536,0.457,0.327,0.000329233867484819
"CG31955",2.79775983363347e-08,0.65836093462861,0.154,0.082,0.000331450607490557
"Spn55B",2.84774835773081e-08,0.657837688395043,0.181,0.103,0.000337372747940369
"tsr",2.91252242441876e-08,0.181511698110468,0.913,0.878,0.00034504653162089
"RpS8",2.93721637141895e-08,0.211770371564254,0.971,0.967,0.000347972023522003
"RpL18A",2.9605115486425e-08,0.216613768420291,0.988,0.978,0.000350731803167677
"MFS14",2.96447165814116e-08,0.521729345846503,0.236,0.146,0.000351200957339983
"blw",3.00438786934074e-08,0.30757462426569,0.648,0.533,0.000355929830880798
"CSN4",3.01407635452284e-08,0.346660227833545,0.243,0.148,0.00035707762572032
"Eno",3.31811586971507e-08,0.261186329362749,0.614,0.471,0.000393097187085144
"eIF3j",3.3185519801819e-08,0.311597045550542,0.423,0.3,0.00039314885309215
"CG32369",3.37881821936183e-08,0.267546008050179,0.774,0.644,0.000400288594447796
"gammaCOP",3.44515837578038e-08,0.523107250565193,0.203,0.12,0.000408147912778702
"CG15673",3.48049799306892e-08,1.60252262455264,0.069,0.024,0.000412334597238875
"Rpn7",3.56030403886226e-08,0.278798161208658,0.281,0.18,0.000421789219484012
"CG31705",3.68159011166676e-08,0.272727214398779,0.636,0.498,0.000436157980529161
"GATAd",3.7491118535653e-08,0.31292822483187,0.477,0.349,0.000444157281291881
"Miro",3.76301867108586e-08,0.531895371717065,0.14,0.071,0.000445804821963541
"par-6",3.80490922928237e-08,0.325682355113632,0.31,0.202,0.000450767596393083
"rush",3.97702593651709e-08,0.424460262252451,0.214,0.129,0.000471158262699179
"Tsp39D",4.01505618542063e-08,0.364750906968051,0.374,0.261,0.000475663706286782
"rpr",4.03482512538274e-08,0.531605840917891,0.331,0.23,0.000478005732604093
"noc",4.03629267953267e-08,0.265279495371663,0.367,0.252,0.000478179593744235
"Chc",4.23376336840643e-08,0.310123866177543,0.387,0.271,0.00050157394625511
"RpS30",4.2391898226388e-08,0.168821395410318,0.963,0.951,0.000502216818288018
"AP-2mu",4.25427785942118e-08,0.647624373927991,0.152,0.082,0.000504004298005627
"Mvd",4.35038553560121e-08,0.736405190209451,0.119,0.058,0.000515390174402675
"Mur18B",4.38241999276864e-08,-2.07133469390395,0.015,0.056,0.0005191852965433
"mnb",4.49357977674378e-08,0.299581855528302,0.816,0.713,0.000532354396150836
"I-2",4.6591245786433e-08,0.33045405677865,0.229,0.139,0.000551966488831872
"CG1146",4.68175088111815e-08,0.289400962733829,0.324,0.215,0.000554647026886067
"neur",4.93786398334382e-08,0.285550004400623,0.613,0.474,0.000584988746106743
"prtp",5.08055753505933e-08,0.239796998633949,0.285,0.185,0.000601893651178478
"puc",5.08473268232585e-08,0.284963046814706,0.797,0.678,0.000602388280875143
"O-fut1",5.38430606663899e-08,0.33951417253321,0.203,0.118,0.000637878739714721
"Nop60B",5.54216949838397e-08,0.337496055551482,0.446,0.327,0.000656580820473548
"CG10638",5.57262394897669e-08,0.335039955117447,0.256,0.16,0.000660188759235269
"ScsbetaA",5.59809994300734e-08,0.214724542543731,0.433,0.305,0.00066320690024808
"Mob4",5.62813236495251e-08,0.251040995669298,0.351,0.235,0.000666764841275924
"Cp38",6.11887634190178e-08,-5.20421070665794,0.004,0.034,0.000724903280225104
"CG42259",6.12344559704031e-08,0.842052098341623,0.138,0.073,0.000725444599881365
"Rgk1",6.15146138485345e-08,0.610294594468175,0.331,0.237,0.000728763630263589
