"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"smid",9.5358999691742e-24,0.106712072184879,0.493,0.405,1.12971806934807e-19
"CG1105",9.64375032206022e-24,0.152881372505427,0.277,0.211,1.14249510065447e-19
"YME1L",9.9330797414133e-24,0.174478051020477,0.33,0.257,1.17677195696523e-19
"agt",1.06876821914764e-23,0.20335904474866,0.271,0.205,1.26616970922421e-19
"Arpc4",1.18294326661232e-23,0.129623417543884,0.617,0.521,1.40143288795561e-19
"wmd",1.18544471391081e-23,0.172865413718707,0.24,0.179,1.40439635257013e-19
"Dpit47",1.20484083370332e-23,0.178998283361987,0.334,0.261,1.42737493568833e-19
"trsn",1.22948097360727e-23,0.178294427564048,0.312,0.242,1.45656610943254e-19
"rngo",1.31368390813886e-23,0.105889631731755,0.409,0.328,1.55632132597211e-19
"mRpL18",1.34729907511894e-23,0.167961533807373,0.346,0.269,1.59614521429341e-19
"CG5734",1.39481762701896e-23,0.214077248998118,0.261,0.197,1.65244044272936e-19
"FASN1",1.42708542270935e-23,0.123851263349565,0.435,0.35,1.69066810028377e-19
"Dak1",1.50500555060489e-23,0.115175223276046,0.545,0.446,1.78298007580161e-19
"CG5554",1.52181965265618e-23,0.113507252142075,0.632,0.535,1.80289974250178e-19
"CG11403",1.67531724428416e-23,0.268939616428103,0.134,0.089,1.98474833930344e-19
"CG42674",1.72004300861809e-23,0.152291443837412,0.697,0.606,2.03773495230985e-19
"CG30271",1.768249306676e-23,0.593174330835292,0.064,0.034,2.09484495361906e-19
"blot",1.78437977858763e-23,1.16989929135556,0.315,0.249,2.11395472369277e-19
"CG3308",1.79266621777518e-23,0.125776990292189,0.194,0.139,2.12377166819825e-19
"Deaf1",1.80670980188924e-23,0.28933494437931,0.176,0.124,2.14040910229818e-19
"PPP4R2r",1.82095179668986e-23,0.181843477178732,0.345,0.273,2.15728159353848e-19
"Nrx-IV",1.8375127578753e-23,0.205473517911524,0.247,0.186,2.17690136425486e-19
"Taf7",2.03211972311594e-23,0.241512205397773,0.202,0.146,2.40745223597546e-19
"CCT5",2.15022552206071e-23,0.11965688559153,0.649,0.557,2.54737217598532e-19
"CG5946",2.39849813383713e-23,0.153792539690217,0.44,0.357,2.84150073915684e-19
"Hip14",2.43291376873498e-23,0.222767346998851,0.15,0.103,2.88227294182033e-19
"CG30197",2.60029974675645e-23,0.601986402710388,0.132,0.088,3.08057510998236e-19
"Trx-2",2.82321486879893e-23,0.153048767245057,0.784,0.709,3.34466265506609e-19
"Tmem63",2.8301639301127e-23,0.383546120037104,0.122,0.08,3.35289520800452e-19
"Nup98-96",2.89506002751375e-23,0.125771399346732,0.272,0.206,3.42977761459554e-19
"unc-45",3.10144548133932e-23,0.212831635255598,0.148,0.101,3.67428246174269e-19
"CG8726",3.13512833149577e-23,0.197315312083061,0.232,0.172,3.71418653432304e-19
"Ctl1",3.32771632323576e-23,0.175825466776389,0.235,0.175,3.9423455281374e-19
"Cdc5",3.37405479858379e-23,0.200436456169859,0.275,0.21,3.99724271988222e-19
"CIAPIN1",3.48399871440042e-23,0.230719521751912,0.239,0.178,4.12749327695018e-19
"fzy",3.54137766346117e-23,0.319323724529263,0.15,0.102,4.19547011790245e-19
"Mtpbeta",3.94825447456447e-23,0.143264865562376,0.454,0.368,4.67749707601652e-19
"Prosbeta2",4.01406448663802e-23,0.140311506047613,0.62,0.523,4.75546219732006e-19
"nop5",4.03642096416875e-23,0.144227808206277,0.662,0.583,4.78194791625072e-19
"snRNP-U1-C",4.42798565675387e-23,0.205904854664234,0.324,0.251,5.24583460755631e-19
"CG9471",4.68238970817295e-23,0.256111072737844,0.27,0.205,5.5472270872725e-19
"RhoGAP68F",4.7412491084876e-23,0.135148725262344,0.232,0.172,5.61695781882526e-19
"Mlf",4.7909688427697e-23,0.115828916860432,0.471,0.384,5.67586078802927e-19
"Afti",4.84521188310172e-23,0.194113236149369,0.203,0.147,5.74012251791061e-19
"CG1440",4.8596399123272e-23,0.103070678403596,0.44,0.353,5.75721540413404e-19
"wdb",5.07724196078633e-23,0.122460581359746,0.852,0.775,6.01500855094356e-19
"Obp44a",5.08013694234382e-23,0.34692325372504,0.239,0.182,6.01843823559473e-19
"CG1896",5.09456038489553e-23,0.208036053525717,0.237,0.177,6.03552568798573e-19
"E(spl)m2-BFM",5.32365114999187e-23,0.157151316023499,0.231,0.171,6.30692951739536e-19
"SmD1",5.43953666676758e-23,0.201083113129781,0.445,0.366,6.44421908911955e-19
"Set",5.72500127906197e-23,0.138663479412927,0.551,0.466,6.78240901530472e-19
"CG42806",5.74737197067377e-23,0.157066590262464,0.361,0.287,6.80891157365721e-19
"Fum1",5.75647478944884e-23,0.127406758673077,0.574,0.49,6.81969568306005e-19
"Prosbeta3",5.98371124043533e-23,0.1404430926151,0.589,0.498,7.08890270654373e-19
"Iswi",6.00692091803983e-23,0.116609911115896,0.434,0.353,7.11639921160179e-19
"MED26",6.56123986264417e-23,0.144646113939044,0.773,0.682,7.77310086527454e-19
"GCS2alpha",7.005319983109e-23,0.181026241374876,0.411,0.33,8.29920258398923e-19
"CG12237",7.19882522479787e-23,0.15051927832187,0.359,0.284,8.52844824381804e-19
"CG12091",7.23074765918285e-23,0.122280504547617,0.385,0.307,8.56626675183392e-19
"Ciao1",7.40031082924392e-23,0.153285430717396,0.329,0.257,8.76714823940527e-19
"Trs31",7.42488296923434e-23,0.175675592038217,0.247,0.186,8.79625885365192e-19
"CG42540",7.54111306074749e-23,0.726059472329245,0.059,0.031,8.93395664306755e-19
"CG15141",8.00669852213243e-23,0.209405176659149,0.171,0.119,9.48553573917029e-19
"tgo",8.03075192226314e-23,0.248444867994669,0.194,0.14,9.51403180230514e-19
"Rcd-1",8.04525454744628e-23,0.108727700129057,0.338,0.264,9.53121306235961e-19
"CG46280",8.33744674663326e-23,0.134487891626105,0.295,0.226,9.87737316073642e-19
"CG8891",8.34068060851379e-23,0.140406526014749,0.439,0.358,9.88120431690629e-19
"thoc7",8.54055292647886e-23,0.17494542655063,0.358,0.284,1.01179930519995e-18
"fs(2)ltoPP43",8.5857984966986e-23,0.165790233153156,0.283,0.217,1.01715954790388e-18
"ATPCL",8.71374268554344e-23,0.145214650347026,0.32,0.247,1.03231709595633e-18
"pasi1",9.7098340190515e-23,0.185222034929103,0.44,0.36,1.15032403623703e-18
"CG7564",1.04849256929521e-22,0.183183954803447,0.249,0.187,1.24214914684404e-18
"Ten-m",1.08022905440961e-22,0.145387224246652,0.297,0.229,1.27974736075906e-18
"Irbp18",1.1004856262686e-22,0.367989998303961,0.184,0.132,1.30374532144041e-18
"Shark",1.13238349816094e-22,0.161076544419787,0.158,0.109,1.34153473027127e-18
"LSm7",1.14157326309875e-22,0.175137984553504,0.441,0.361,1.35242184479309e-18
"CG42822",1.22193897535199e-22,1.11462815173839,0.055,0.028,1.4476311040995e-18
"Ald1",1.23380434562801e-22,0.150183212495344,0.716,0.633,1.46168800826551e-18
"DppIII",1.25375332498049e-22,0.193333786859296,0.349,0.274,1.48532156410438e-18
"Fdh",1.25691576934107e-22,0.123554703322917,0.621,0.528,1.48906811193837e-18
"CG17765",1.3048266546203e-22,0.101061532286215,0.654,0.569,1.54582813772867e-18
"CG6191",1.32214946785771e-22,0.107418963005968,0.16,0.111,1.56635047457103e-18
"RpL27",1.32626537048338e-22,0.10315619014418,0.988,0.983,1.57122658441166e-18
"CG5390",1.33290058856069e-22,0.307364949818216,0.195,0.141,1.57908732726785e-18
"CG8578",1.34043817133575e-22,0.211661035231439,0.215,0.158,1.58801710158146e-18
"Sting",1.39547673991153e-22,0.387017910335393,0.205,0.151,1.65322129377319e-18
"CG13117",1.41032823126143e-22,0.67396192992771,0.19,0.139,1.67081585557541e-18
"Hsp83",1.46838380607382e-22,0.140687758144793,0.959,0.948,1.73959429505565e-18
"Git",1.4775418644533e-22,0.205862251437997,0.123,0.08,1.75044384681783e-18
"Pomp",1.52382198217558e-22,0.131211198096057,0.648,0.559,1.8052719022834e-18
"Exo84",1.54118400722808e-22,0.150407284951464,0.3,0.232,1.8258406933631e-18
"GlnRS",1.56557795666277e-22,0.182851424921482,0.275,0.21,1.85474020525838e-18
"RhoGAP15B",1.58270115740084e-22,0.110545961879014,0.511,0.419,1.87502606117278e-18
"Lon",1.60157157179578e-22,0.196322812120635,0.263,0.199,1.89738184110646e-18
"sds22",1.66943807936112e-22,0.152273961119723,0.297,0.228,1.97778329261912e-18
"CG14995",1.68687065863608e-22,0.2279876663309,0.318,0.249,1.99843566928616e-18
"Tsf2",1.86226105033094e-22,0.462020782291143,0.179,0.129,2.20622066632707e-18
"CG16812",2.02602994930853e-22,0.194814807169167,0.214,0.158,2.40023768094582e-18
"Bap111",2.16309128581562e-22,0.209704653875258,0.297,0.232,2.56261424630576e-18
"RpL8",2.30998960150468e-22,0.105262985349731,0.979,0.963,2.7366446809026e-18
"Eaf",2.32591580513438e-22,0.122032186757369,0.275,0.21,2.7555124543427e-18
"Arl6IP1",2.35901032816221e-22,0.160973799073075,0.361,0.287,2.79471953577377e-18
"TM9SF2",2.41832508117103e-22,0.138222943724435,0.452,0.368,2.86498972366332e-18
"Prat",2.44747212562488e-22,0.10360557453742,0.304,0.233,2.89952022722779e-18
"COX7A",2.52235215765082e-22,0.12149056369358,0.834,0.764,2.98823060116893e-18
"CG16974",2.62961028984013e-22,0.216407151029662,0.19,0.136,3.1152993103736e-18
"CG4101",2.70936859897433e-22,0.365026069114561,0.203,0.151,3.20978897920489e-18
"CG8223",2.72706503658574e-22,0.10503972973296,0.46,0.377,3.23075394884313e-18
"elB",2.72966446291707e-22,0.102670688547281,0.685,0.589,3.23383348921786e-18
"TfIIEalpha",2.94875920528971e-22,0.222413374170811,0.2,0.146,3.49339503050672e-18
"CG15673",2.98000621991694e-22,0.595479591011952,0.116,0.076,3.5304133687356e-18
"VhaSFD",3.08075141133734e-22,0.13683739071499,0.641,0.548,3.64976619701135e-18
"CG31365",3.16543146181072e-22,0.238751874413584,0.18,0.127,3.75008665280716e-18
"Dronc",3.17700520473379e-22,0.210849351221064,0.161,0.113,3.76379806604812e-18
"CG8531",3.39429216540488e-22,0.128929344434864,0.295,0.228,4.02121792835517e-18
"CG8414",3.59116799687057e-22,0.181192376550977,0.312,0.244,4.25445672589256e-18
"Fur1",3.60128053283126e-22,0.167785208734217,0.769,0.676,4.2664370472452e-18
"Sec13",4.4337526376496e-22,0.110775846242754,0.476,0.389,5.25266674982348e-18
"Pfrx",4.48401372921882e-22,0.178890114042744,0.247,0.186,5.31221106500554e-18
"ko",4.61828300753587e-22,0.152851631117936,0.356,0.281,5.47127987902774e-18
"Pka-R1",4.7145666515426e-22,0.464252782318739,0.373,0.301,5.58534711208251e-18
"Nnf1a",5.35349312703353e-22,0.238119069875152,0.17,0.12,6.34228330759662e-18
"Bx42",5.51238020872101e-22,0.119847107321379,0.432,0.349,6.53051683327178e-18
"Mob3",5.51570363903845e-22,0.127531809513548,0.266,0.202,6.53445410116885e-18
"Meltrin",5.62353350838895e-22,0.259688834457485,0.591,0.5,6.66220014738839e-18
"CG4662",5.62553151228497e-22,0.170877935451767,0.175,0.124,6.664567182604e-18
"Ufd1-like",5.78207812814157e-22,0.201731998813259,0.357,0.283,6.85002795840931e-18
"tum",5.82524899424645e-22,0.109849310961847,0.173,0.122,6.90117248348376e-18
"CG14696",5.90730958068231e-22,0.399390693176023,0.187,0.135,6.99838966023433e-18
"Nab2",5.96274382208858e-22,0.118313837801931,0.28,0.215,7.06406260602835e-18
"mthl10",6.0895187654999e-22,0.20816205299062,0.217,0.161,7.21425288148773e-18
"ND-51",6.26095904617921e-22,0.196560292766015,0.507,0.419,7.41735818200851e-18
"mfrn",6.56087531449716e-22,0.262581117774501,0.25,0.191,7.77266898508479e-18
"CG8839",6.5938611609053e-22,0.145709839594396,0.393,0.315,7.81174731732451e-18
"CG2147",6.59785896208878e-22,0.174640432614782,0.3,0.232,7.81648351238658e-18
"UQCR-Q",6.73563250917267e-22,0.137490772884424,0.742,0.654,7.97970383361686e-18
"Art1",6.79984609623044e-22,0.127919334712062,0.417,0.336,8.0557776702042e-18
"Qsox1",6.8923094506807e-22,0.213158059941494,0.284,0.219,8.16531900622143e-18
"CG17549",6.96625957983692e-22,0.409470858067795,0.099,0.062,8.2529277242328e-18
"eIF3b",7.04042268189723e-22,0.109966173880359,0.671,0.583,8.34078875124364e-18
"drm",7.28956830313442e-22,-1.54328445658255,0.011,0.031,8.63595156872334e-18
"IFT54",7.50228939578347e-22,1.40553941552296,0.025,0.008,8.88796224718468e-18
"eRF1",7.77089335350809e-22,0.10730745388696,0.601,0.507,9.20617735590103e-18
"RpS29",8.18171723156881e-22,0.112410050062985,0.981,0.973,9.69288040423957e-18
"BubR1",8.28669226133983e-22,0.160586248470358,0.161,0.112,9.8172443220093e-18
"ND-49",8.54992141268788e-22,0.114248432212707,0.549,0.462,1.01290918976113e-17
"how",8.72670147385125e-22,0.167044975599322,0.863,0.785,1.03385232360716e-17
"CG3077",9.03228454904879e-22,0.324488682705854,0.27,0.211,1.07005475052581e-17
"asf1",9.41074163184719e-22,0.191077877121901,0.391,0.316,1.11489056112494e-17
"CG10623",9.4559408643673e-22,0.179411610951298,0.589,0.511,1.12024531420159e-17
"CG6961",9.47728083392594e-22,0.191916044113614,0.144,0.098,1.12277346039521e-17
"CG9231",9.89329566299141e-22,0.10172088764483,0.469,0.379,1.17205873719459e-17
"Vps29",9.94825596482213e-22,0.131831376040701,0.377,0.3,1.17856988415248e-17
"CG7656",9.96387544396536e-22,0.120671282720094,0.361,0.288,1.18042032384658e-17
"Cdk5",1.01045141109942e-21,0.110703440639343,0.243,0.183,1.19708178672948e-17
"Prx3",1.15489129303746e-21,0.145108231152479,0.471,0.387,1.36819971486148e-17
"RpS4",1.20533456328452e-21,0.113494087300549,0.974,0.96,1.42795985712317e-17
"CG3104",1.21155483056408e-21,0.144113215113305,0.197,0.144,1.43532900776926e-17
"CG6175",1.27177083837313e-21,0.179962695540394,0.452,0.382,1.50666691222064e-17
"CG12947",1.30098263889956e-21,0.115021366029076,0.115,0.074,1.54127413230431e-17
"chn",1.38861319928143e-21,0.195395676888857,0.258,0.197,1.64509005718871e-17
"Oatp74D",1.42046582187417e-21,0.120456573991348,0.478,0.393,1.68282585917433e-17
"RpL26",1.45121217175891e-21,0.103824106336596,0.982,0.971,1.71925105988278e-17
"U2af38",1.49120278501212e-21,0.139972433667852,0.369,0.294,1.76662793940385e-17
"CG3793",1.55263952177619e-21,0.11547131376801,0.336,0.266,1.83941204144826e-17
"Vps26",1.61656440131134e-21,0.145845549937442,0.356,0.284,1.91514384623355e-17
"CkIIalpha",1.66910005614549e-21,0.136008874921048,0.729,0.65,1.97738283651557e-17
"FoxK",1.7058286558043e-21,0.110651380143781,0.475,0.391,2.02089520853135e-17
"Cbp80",1.80098001377377e-21,0.220545730323391,0.222,0.166,2.13362102231779e-17
"CG5767",1.81609241142029e-21,2.55004127231809,0.011,0.001,2.15152467980962e-17
"Scm",1.96102065736676e-21,0.122377682857699,0.2,0.147,2.3232211727824e-17
"Chd64",1.97418123745782e-21,0.238373451925288,0.858,0.811,2.33881251201628e-17
"sina",2.01180648588926e-21,0.116848121386796,0.612,0.523,2.38338714383301e-17
"CG43051",2.06161398423971e-21,-1.10025465176527,0.084,0.122,2.44239408712879e-17
"CG12909",2.28274196323519e-21,0.18402532299415,0.263,0.2,2.70436440384473e-17
"UQCR-14",2.3160440901175e-21,0.117826279030825,0.701,0.613,2.74381743356221e-17
"betaTub97EF",2.49991977663211e-21,0.125005645737831,0.456,0.375,2.96165495937606e-17
"CG32176",2.66754884250988e-21,0.130869536073517,0.282,0.217,3.16024511372145e-17
"SkpA",2.73230249601068e-21,0.116867563052007,0.788,0.713,3.23695876702385e-17
"lic",2.77957265336136e-21,0.10969646672725,0.335,0.264,3.2929597224372e-17
"Gpo1",3.00186564932602e-21,0.142625931808345,0.168,0.119,3.55631023475654e-17
"vlc",3.0187735087746e-21,0.123680409836667,0.362,0.289,3.57634097584527e-17
"CG13299",3.05730723347028e-21,0.897436484489603,0.073,0.043,3.62199187949224e-17
"Rpn5",3.09225445970149e-21,0.114918883286508,0.617,0.521,3.66339385840835e-17
"Pfdn4",3.17306143762971e-21,0.118096649119511,0.469,0.386,3.75912588515992e-17
"CG42788",3.20470577914007e-21,0.183862156482502,0.296,0.231,3.79661493654724e-17
"CG4390",3.21078117487688e-21,0.131015906638296,0.353,0.281,3.80381245787664e-17
"CG3223",3.41100334156864e-21,0.165720414386382,0.177,0.127,4.04101565875637e-17
"pix",3.45581143079114e-21,0.132852411362269,0.779,0.71,4.09409980205826e-17
"CG11076",3.69711103194468e-21,0.141700859279042,0.551,0.467,4.37996743954486e-17
"snsl",3.72062234848228e-21,0.123527622699836,0.168,0.12,4.40782129624696e-17
"CHKov1",3.82959844381849e-21,0.218091036446366,0.38,0.307,4.53692527639177e-17
"CG31183",3.84211580612285e-21,0.328206762407318,0.194,0.143,4.55175459551374e-17
"CG2911",3.92310341466125e-21,0.338355888748768,0.1,0.064,4.64770061534919e-17
"Nnp-1",3.94451304228246e-21,0.136166521178902,0.424,0.346,4.67306460119204e-17
"Hil",3.96274092598526e-21,0.133804353305716,0.271,0.208,4.69465917501473e-17
"CG7461",4.07392955189421e-21,0.108404606693608,0.385,0.309,4.82638434012908e-17
"CG11357",4.09912886976822e-21,0.115238794373514,0.306,0.24,4.85623797201441e-17
"Nph",4.22947381236386e-21,0.150880459933276,0.738,0.668,5.01065762550747e-17
"Prp31",4.3268953128689e-21,0.221913652347555,0.248,0.19,5.12607287715579e-17
"pdm3",4.50775150615891e-21,0.264617053577352,0.157,0.11,5.34033320934646e-17
"CG9360",4.5684685057902e-21,0.429450316100485,0.044,0.021,5.41226463880964e-17
"CG43349",4.76531453368676e-21,-0.870319681202342,0.034,0.062,5.6454681280587e-17
"Cks30A",4.7675555514141e-21,0.191835753701138,0.158,0.111,5.64812306176029e-17
"CG30403",4.81003763243031e-21,0.240424934440253,0.157,0.11,5.69845158314019e-17
"Ssu72",4.87253994001473e-21,0.143826061512116,0.21,0.155,5.77249806693546e-17
"VhaAC45",4.98029976045827e-21,0.12892231574951,0.743,0.654,5.90016112621492e-17
"Nep2",5.05475332055085e-21,0.566707046841148,0.112,0.074,5.9883662588566e-17
"CG8490",5.30381037324343e-21,0.353723390548692,0.117,0.077,6.28342414918149e-17
"CG7638",5.60879537781698e-21,0.175305099659173,0.209,0.156,6.64473988409977e-17
"wac",5.71583396505823e-21,0.174045602812403,0.249,0.19,6.77154849840449e-17
"Pep",6.06005902047036e-21,0.122151861351296,0.845,0.789,7.17935192155123e-17
"tx",6.25460704669923e-21,0.575207156433538,0.074,0.044,7.40983296822458e-17
"IM33",6.52269493735403e-21,-1.29160119651959,0.017,0.039,7.72743669228332e-17
"CG14879",6.52498651613966e-21,0.262978947356567,0.303,0.238,7.73015152567066e-17
"CG13868",7.15662091153441e-21,0.178270401000884,0.579,0.492,8.47844879389481e-17
"Gnf1",7.32003786390018e-21,0.137155916455024,0.354,0.284,8.67204885736254e-17
"coil",7.96842597401424e-21,0.27355709205944,0.183,0.132,9.44019425141467e-17
"Kal1",8.48308174734535e-21,0.629361632462658,0.078,0.047,1.004990694608e-16
"NijA",8.5538519830231e-21,0.300804290535772,0.125,0.084,1.01337484442875e-16
"Rpb10",8.83853772953794e-21,0.122565083149644,0.422,0.342,1.04710156481836e-16
"p47",9.17609265352902e-21,0.140089079768792,0.249,0.19,1.08709169666358e-16
"Smurf",9.20358382230907e-21,0.112904214607083,0.3,0.234,1.09034857542896e-16
"CG6195",9.88434426888989e-21,0.157087987549053,0.347,0.275,1.17099826553539e-16
"CG18081",1.0674123340185e-20,0.118053586572863,0.699,0.609,1.26456339211172e-16
"CG10413",1.21557986586284e-20,0.206058064878689,0.178,0.128,1.44009746708771e-16
"Ehbp1",1.21847847487663e-20,0.104159294713861,0.36,0.287,1.44353144918634e-16
"CG18178",1.21911316738116e-20,0.140161836436246,0.31,0.241,1.44428336939646e-16
"CG32982",1.23382375441148e-20,0.363459224089745,0.358,0.291,1.46171100185128e-16
"RpS14b",1.23674483453067e-20,0.110105041193585,0.883,0.836,1.46517160546849e-16
"fs(1)Yb",1.23897733805718e-20,0.245649644930377,0.136,0.093,1.46781645239635e-16
"RYBP",1.31018550153653e-20,0.192884846410578,0.153,0.107,1.55217676367033e-16
"Krn",1.32843800796225e-20,0.129856205612692,0.232,0.174,1.57380050803288e-16
"Rep",1.3327756082021e-20,0.25165395478407,0.136,0.093,1.57893926303703e-16
"Cam",1.3740237665769e-20,0.107897362098229,0.946,0.924,1.62780595626365e-16
"lwr",1.38019570955388e-20,0.140947901139049,0.671,0.589,1.63511785710848e-16
"CG14715",1.38625566107303e-20,0.113568706942209,0.609,0.523,1.64229708167321e-16
"CG5355",1.38775651385037e-20,0.102702951132627,0.444,0.363,1.64407514195853e-16
"CG9662",1.43733245808831e-20,0.110528584627843,0.373,0.296,1.70280776309722e-16
"SdhD",1.440341242116e-20,0.105760645127334,0.534,0.446,1.70637226953482e-16
"CG10165",1.49539955226755e-20,0.134865358183494,0.265,0.202,1.77159984957137e-16
"ds",1.50131063290995e-20,0.470599611156424,0.098,0.062,1.77860270680841e-16
"glo",1.55950225548941e-20,0.105146106321975,0.584,0.499,1.84754232207831e-16
"CG5068",1.63106315265378e-20,0.10799928338867,0.177,0.128,1.93232051694893e-16
"moody",1.7078964084788e-20,0.259338384279593,0.189,0.139,2.02334487512484e-16
"Ack-like",1.73193544367976e-20,0.120143757961693,0.207,0.153,2.05182392012741e-16
"Pngl",1.7525134670344e-20,0.191604762537291,0.194,0.143,2.07620270439565e-16
"Gapdh1",1.75316215690244e-20,0.12388698102346,0.736,0.661,2.07697120728232e-16
"CG14411",1.75890362794126e-20,0.148005357430502,0.286,0.223,2.08377312802201e-16
"CG31342",1.80668408635954e-20,0.273563526494057,0.127,0.086,2.14037863711015e-16
"olf186-M",1.8898159072683e-20,0.456797094771382,0.266,0.21,2.23886490534075e-16
"Det",1.9069927744564e-20,0.206693945924838,0.233,0.177,2.25921433989849e-16
"CG7739",1.96485471131621e-20,0.125142125795572,0.211,0.157,2.32776337649631e-16
"Smg5",1.97476830008096e-20,0.103646301160423,0.425,0.348,2.33950800510591e-16
"ATPsynO",2.00181022095838e-20,0.133856069051073,0.745,0.667,2.37154456876939e-16
"CG7182",2.00733387616403e-20,0.128591427528212,0.325,0.254,2.37808844309153e-16
"CG30484",2.06573980294975e-20,1.01270298633561,0.054,0.028,2.44728194455456e-16
"Rme-8",2.1622399051556e-20,0.159335072154288,0.184,0.134,2.56160561563783e-16
"Idi",2.26396294769166e-20,0.197194070490065,0.161,0.115,2.6821169041303e-16
"Rpn13",2.27006017736395e-20,0.107355048626571,0.547,0.458,2.68934029212307e-16
"Bre1",2.62361202245522e-20,0.137015044885495,0.23,0.172,3.1081931630027e-16
"Fkbp59",2.75251176170875e-20,0.124116479767477,0.536,0.453,3.26090068409636e-16
"Roc1a",2.88701981988319e-20,0.119795214589318,0.736,0.65,3.42025238061561e-16
"Mtpalpha",3.02515854995331e-20,0.108638633929761,0.446,0.365,3.58390533412969e-16
"Cont",3.2454386300835e-20,0.180287670565507,0.396,0.324,3.84487114505993e-16
"fal",3.27060048598864e-20,0.256136440727616,0.176,0.128,3.87468039575074e-16
"ND-13A",3.50965927799664e-20,0.107334121297799,0.548,0.457,4.15789334664262e-16
"Prosalpha5",3.70427980728557e-20,0.106800081393105,0.612,0.521,4.38846028769121e-16
"CG44325",3.7991965456553e-20,0.340328655324453,0.37,0.306,4.50090814763784e-16
"dj-1beta",3.88461409787967e-20,0.140323887913247,0.513,0.43,4.60210232175805e-16
"Flacc",4.2206176069563e-20,0.127420268488822,0.241,0.183,5.00016567896112e-16
"CG1172",4.25149097146721e-20,0.212763790556439,0.179,0.13,5.03674135389721e-16
"mbf1",4.38158040519078e-20,0.104155370983363,0.591,0.503,5.19085830602952e-16
"Spn88Ea",4.41299771490859e-20,0.334165011745301,0.214,0.162,5.22807839285221e-16
"beta4GalNAcTB",4.62830570759513e-20,0.105965033286046,0.241,0.183,5.48315377178795e-16
"CG42813",4.8368000441827e-20,0.146755729437482,0.404,0.328,5.73015701234325e-16
"CG32641",4.88162004288842e-20,0.343219568333753,0.145,0.102,5.78325526480992e-16
"Nup50",5.10952059035621e-20,0.108190559333686,0.229,0.173,6.053249043395e-16
"Debcl",5.74591443187467e-20,0.187066120711147,0.257,0.199,6.80718482744193e-16
"CG6179",5.7898836361176e-20,0.212075482719355,0.195,0.144,6.85927514370852e-16
"Rho1",5.8121854405204e-20,0.1899253250607,0.922,0.88,6.88569609138451e-16
"Med",5.83607323839022e-20,0.249273374011649,0.18,0.131,6.9139959655209e-16
"vimar",5.85019160587341e-20,0.231757546012601,0.147,0.103,6.93072199547823e-16
"CG5196",6.11665550807751e-20,0.208717400033724,0.237,0.18,7.24640178041942e-16
"Usp12-46",6.17483145986721e-20,0.302202995253046,0.084,0.052,7.31532283050468e-16
"CG3436",6.83614066582564e-20,0.182055461565534,0.245,0.187,8.09877584680363e-16
"Sox14",7.04863058611454e-20,0.110750877395931,0.479,0.398,8.3505126553699e-16
"Mthfs",7.18334392219468e-20,0.319192642578366,0.168,0.121,8.51010754462403e-16
"CG8675",7.29465889306881e-20,0.113805948593554,0.429,0.349,8.64198239061862e-16
"CG7443",7.78629263072226e-20,1.77778911974659,0.038,0.017,9.22442087961666e-16
"CG5290",8.12119925605641e-20,0.143485010174993,0.172,0.125,9.62118475865003e-16
"meso18E",8.75079361704837e-20,0.173309404610279,0.204,0.151,1.03670651981172e-15
"CG10444",8.92066114742e-20,0.26137443043569,0.104,0.068,1.05683072613485e-15
"CG2767",8.94737749879091e-20,0.100969796313113,0.282,0.22,1.05999581228176e-15
"Sh3beta",9.05644255922523e-20,0.104550322865903,0.743,0.661,1.07291674999141e-15
"or",9.21857581337404e-20,0.141510794421322,0.229,0.174,1.09212467661042e-15
"CG9328",9.25015810274591e-20,0.18427876326589,0.34,0.273,1.09586623043231e-15
"egh",9.27128586854471e-20,0.286343997695141,0.388,0.319,1.09836923684649e-15
"Dip-C",9.54682235000885e-20,0.159961150236416,0.165,0.118,1.13101204380555e-15
"Spn27A",9.58010436094644e-20,0.358874887501794,0.173,0.124,1.13495496364133e-15
"CG5726",9.61400901205842e-20,0.152430130027878,0.208,0.155,1.13897164765856e-15
"CG1628",9.68759034772585e-20,0.181493627771962,0.424,0.355,1.14768882849508e-15
"CG8111",9.96281348871271e-20,0.106966544396724,0.309,0.242,1.1802945140078e-15
"atms",1.00163909770469e-19,0.196046687898486,0.185,0.136,1.18664183905075e-15
"CG6287",1.02823824420407e-19,0.166581309611255,0.345,0.278,1.21815384790856e-15
"His2Av",1.07029567476482e-19,0.168581122261836,0.759,0.692,1.26797928589388e-15
"ND-ACP",1.07400855945738e-19,0.121366671792443,0.681,0.593,1.27237794038916e-15
"gammaTub23C",1.0742246965791e-19,0.387210714328565,0.101,0.065,1.27263399803726e-15
"U2A",1.10505455674442e-19,0.115590093768358,0.313,0.246,1.30915813337511e-15
"Dhc64C",1.11576147126268e-19,0.21086690000232,0.214,0.16,1.3218426150049e-15
"CG1620",1.11698803806855e-19,0.109523073357611,0.451,0.373,1.32329572869982e-15
"IscU",1.12642182462579e-19,0.146083769435705,0.725,0.639,1.33447193563418e-15
"drl",1.16135504744975e-19,0.131150797629207,0.268,0.208,1.37585732471372e-15
"hop",1.25329910115966e-19,0.305800803114415,0.227,0.174,1.48478344514385e-15
"Ndc1",1.27865278686899e-19,0.258510514742177,0.15,0.106,1.51481995660369e-15
