"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ndae1",1.16014037551227e-07,-0.88482755824737,0.018,0.029,0.00137441830286938
"CG32115",1.17629388632066e-07,-0.716903625759786,0.017,0.027,0.00139355536712409
"CG30010",1.21381850993594e-07,0.298358314873315,0.058,0.042,0.00143801078872111
"CG1246",1.24168295556233e-07,-0.980097905227237,0.018,0.029,0.00147102179745469
"CG33635",1.2754305182767e-07,0.180382750792107,0.122,0.098,0.00151100253500241
"CG7457",1.30429511472499e-07,0.150490790411033,0.093,0.072,0.0015451984224147
"CG17816",1.33304133132053e-07,-0.15605839187492,0.569,0.501,0.00157925406521543
"CG12499",1.36969467768562e-07,-0.102685188543052,0.239,0.202,0.00162267728465416
"Iris",1.40229673492969e-07,-0.622018201371595,0.152,0.175,0.0016613009418712
"CG44085",1.4169805099445e-07,0.206385349492339,0.182,0.153,0.00167869681013125
"lin-28",1.4295580964635e-07,-1.15684291807195,0.008,0.016,0.00169359747688031
"mid",1.44000744668551e-07,-0.103475712238402,0.273,0.233,0.00170597682208832
"CG10936",1.46864968705865e-07,-1.06222085090936,0.065,0.084,0.00173990928425839
"imd",1.4824675190541e-07,0.180293541453499,0.131,0.106,0.00175627926982339
"CG15343",1.48480157597777e-07,0.344393499884545,0.057,0.042,0.00175904442706087
"CG44008",1.54224472493592e-07,-1.46714899612442,0.033,0.047,0.00182709732563158
"Fkbp14",1.59357005640089e-07,-0.145555301286447,0.357,0.304,0.00188790244581814
"CG31436",1.61914913103435e-07,-0.105715172595104,0.042,0.029,0.00191820597553639
"Mlc2",1.62067363919708e-07,0.64358955912306,0.144,0.118,0.00192001206035678
"wus",1.64417979690154e-07,0.214309840783701,0.065,0.048,0.00194785980538926
"fws",1.68114348146111e-07,0.12048298972824,0.122,0.098,0.00199165068248697
"Tret1-1",1.68277617106626e-07,-0.107386454975723,0.612,0.55,0.00199358492986219
"CG9541",1.70478908127856e-07,0.108721282379891,0.038,0.025,0.00201966362459071
"Ttc19",1.71855963643578e-07,0.240933701275294,0.094,0.073,0.00203597760128547
"CG17514",1.95182793077595e-07,-0.134554284980906,0.899,0.873,0.00231233054959027
"CG33080",1.95878917244123e-07,0.343915050119998,0.047,0.033,0.00232057753259113
"CG31156",1.96782268062827e-07,0.158933251956681,0.102,0.08,0.00233127952974031
"CG8320",2.03348551407964e-07,-0.151766568457854,0.303,0.256,0.00240907028853014
"CG9663",2.26202127269751e-07,-0.143814326452279,0.125,0.1,0.00267981660176474
"png",2.31034688031358e-07,0.142530596897735,0.024,0.014,0.0027370679491075
"dec-1",2.3178733436156e-07,-1.11351210915868,0.051,0.068,0.0027459845501814
"DAT",2.43902924329019e-07,-0.130332409422968,0.063,0.046,0.00288951794452589
"CG6023",2.55016453569019e-07,0.57241089146653,0.023,0.013,0.00302117992543216
"CG8952",2.56043339333808e-07,-0.957975845947852,0.008,0.016,0.00303334544108762
"CG10086",2.63706605839859e-07,-0.653838389467617,0.014,0.024,0.00312413215938481
"CG34195",2.65156016599403e-07,0.169060138789569,0.096,0.076,0.00314130332865313
"BthD",2.71281197512425e-07,-0.178611017597897,0.112,0.089,0.0032138683469297
"Nmnat",2.7226416085759e-07,0.156550453784127,0.089,0.069,0.00322551351367986
"CG13324",2.74836574549724e-07,-1.14796610454243,0.006,0.013,0.00325598889869058
"CG7099",2.77046021953502e-07,0.13237870803441,0.07,0.053,0.00328216422208313
"NT5E-2",2.81155296324193e-07,0.118486248932429,0.242,0.208,0.00333084679555271
"cry",2.82662271038704e-07,0.209438066454349,0.137,0.112,0.00334869992499552
"CG13086",2.83732134097816e-07,-0.993099656198845,0.012,0.021,0.00336137459265683
"CG9981",2.91061870742776e-07,-1.25153522965921,0.013,0.022,0.00344820998268967
"CG10581",2.92387696629548e-07,0.315840356225041,0.047,0.033,0.00346391704197025
"CG16896",2.9336805110865e-07,0.293984793171826,0.053,0.038,0.00347553130148417
"GstE13",2.99164071182947e-07,0.156543738232902,0.127,0.103,0.00354419675130438
"Pvf3",3.02613283141316e-07,0.62008212641308,0.043,0.03,0.00358505956537517
"ldlCp",3.10820911207756e-07,0.192079443505357,0.057,0.042,0.00368229533507828
"pk",3.12530138164364e-07,-0.169289095420243,0.177,0.146,0.00370254454683322
"CG1951",3.13128925651496e-07,0.141180365793635,0.088,0.068,0.00370963838219328
"Cerk",3.16683484391393e-07,-0.183024397376987,0.233,0.196,0.00375174923958483
"MED17",3.1704191219949e-07,0.13267134132515,0.072,0.054,0.00375599553382736
"Sirt6",3.18337004822551e-07,0.286413989532436,0.054,0.039,0.00377133849613277
"snRNP-U1-70K",3.1858048795871e-07,-0.101304351695545,0.34,0.295,0.00377422304084684
"Phae1",3.34859693823293e-07,-1.13484729589636,0.008,0.016,0.00396708279272456
"Dh31-R",3.4072889336131e-07,0.346494500460905,0.024,0.014,0.00403661519965143
"ITP",3.41613594159859e-07,0.110091155588967,0.195,0.164,0.00404709625001185
"CG10089",3.4335562567315e-07,0.328901883159813,0.053,0.038,0.00406773409734981
"CG2930",3.46868526678366e-07,-1.54847673231199,0.02,0.031,0.0041093514355586
"Trf",3.64067452604276e-07,0.1756958322225,0.129,0.105,0.00431310711100286
"Caf1-105",3.6693051439312e-07,0.138744720274175,0.09,0.07,0.0043470258040153
"CG8369",3.90903680450017e-07,0.15710293016425,0.101,0.08,0.00463103590229135
"CG7903",3.91093445334892e-07,0.130650609333681,0.128,0.104,0.00463328404688247
"CG5270",4.10234951897664e-07,0.157741317167923,0.047,0.033,0.00486005347513163
"slow",4.11783181091484e-07,-0.252994732350918,0.077,0.058,0.00487839534639081
"Tep3",4.20823904170988e-07,0.164746508714247,0.032,0.021,0.00498550079271369
"Pgant7",4.51627857287649e-07,-0.137585711254649,0.13,0.105,0.00535043522528678
"qsm",4.5234930225709e-07,0.192114432923847,0.092,0.072,0.00535898218383974
"CG2059",4.52518746008595e-07,0.109164459055767,0.187,0.157,0.00536098958396382
"CG17855",4.71208159254324e-07,-0.65811288862461,0.018,0.029,0.00558240306268598
"Lk6",4.72554378412423e-07,0.127996446578033,0.964,0.94,0.00559835172105197
"CG6356",4.98296335179841e-07,-0.235818077618605,0.112,0.09,0.00590331668287557
"d4",5.06713406036042e-07,0.155375673707278,0.581,0.516,0.00600303372130898
"Gbeta5",5.19932650639378e-07,0.638390952974194,0.018,0.01,0.00615964211212471
"AttA",5.19966316145257e-07,0.172740042775681,0.021,0.012,0.00616004094737286
"kat80",5.20911108011094e-07,-0.104179547874494,0.181,0.15,0.00617123389660743
"CG6178",5.22876541000099e-07,-0.118417806227959,0.207,0.174,0.00619451838122817
"CG13482",5.3823484829103e-07,-0.792899673915861,0.034,0.048,0.00637646824770383
"CG8478",5.41426977775016e-07,0.101156276116613,0.064,0.048,0.00641428540570061
"Su(var)3-9",5.43607547408181e-07,0.463981593816412,0.039,0.027,0.00644011861414472
"sens-2",5.44175056853231e-07,-1.28548476620633,0.005,0.011,0.00644684189854023
"CG1722",5.47735394116223e-07,-0.152448071249998,0.033,0.022,0.0064890212140949
"rec",5.55272924919794e-07,0.335503104030869,0.033,0.022,0.0065783183415248
"CG9813",5.55761504673659e-07,0.738509569738623,0.03,0.019,0.00658410654586884
"CG11902",5.70175814198961e-07,0.260851506885396,0.073,0.056,0.00675487287081509
"Cpsf160",5.83899869404371e-07,0.243711474275951,0.07,0.053,0.00691746175283359
"CG16734",5.83961978792213e-07,0.160015387196179,0.055,0.04,0.00691819756275134
"Pif1",5.97528774736124e-07,0.191480418547871,0.06,0.045,0.00707892339429886
"sni",5.97866855886582e-07,0.123787831060344,0.203,0.171,0.00708292864168834
"Dhap-at",6.064196173799e-07,0.142333189849845,0.085,0.066,0.00718425320709967
"LeuRS-m",6.1293303393798e-07,0.15114005340533,0.066,0.05,0.00726141765306325
"CG2852",6.17561816169327e-07,-0.129437069122563,0.883,0.851,0.00731625483615802
"CG6695",6.24302622135631e-07,-0.119834912066992,0.161,0.133,0.00739611316444082
"CG3281",6.35659551139973e-07,0.230355779920028,0.054,0.039,0.00753065870235527
"RecQ5",6.35854503471044e-07,-0.157015185697896,0.282,0.24,0.00753296830262146
"CG15152",6.55084110495973e-07,-0.847750395811802,0.029,0.041,0.0077607814570458
"sqz",6.87304051861396e-07,-0.100584472638253,0.349,0.3,0.00814249110240196
"CG31288",7.01046543556867e-07,-1.32907767560948,0.009,0.017,0.00830529840151821
"CG14855",7.36564055775968e-07,0.223731867320071,0.037,0.025,0.0087260743687779
"CG11155",7.36677888555746e-07,0.205411278074055,0.147,0.123,0.00872742294571992
"Rtnl1",7.40490135171732e-07,0.145308066020671,0.65,0.594,0.00877258663137951
"CG15601",7.54804515366433e-07,0.11665675784115,0.077,0.059,0.00894216909354613
"Jafrac2",7.64153259684539e-07,-0.100790533349664,0.248,0.21,0.00905292366748274
"hay",7.69386165876849e-07,0.207946384621586,0.061,0.045,0.00911491790714303
"CG30411",8.23387936879981e-07,-1.44677569833675,0.006,0.013,0.00975467688821714
"ver",8.31689377518022e-07,0.14777371744646,0.093,0.073,0.00985302405545601
"CG6293",8.42443709826809e-07,0.104924312792844,0.046,0.033,0.0099804306303182
"Fit2",8.43926366268814e-07,0.130542514842148,0.034,0.022,0.00999799566118664
"CG11319",8.52953014096158e-07,0.538127610384292,0.023,0.014,0.0101049343579972
"Pdxk",8.80229842525043e-07,-0.284124600213279,0.167,0.138,0.0104280829443942
"CG15406",8.8172118654705e-07,-1.57299624920412,0.005,0.011,0.0104457508970229
"Zip71B",8.83006953763412e-07,-1.6212297190741,0.008,0.015,0.0104609833812351
"RnrL",8.88850958309845e-07,0.161048866645269,0.137,0.112,0.0105302173030967
"Rad17",9.05198792871038e-07,0.202469643258496,0.05,0.036,0.0107238900991432
"Uch",9.29146567343101e-07,-0.101890895105787,0.436,0.379,0.0110075993833137
"CG32024",9.36469375801673e-07,-0.918972810527047,0.005,0.012,0.0110943526951224
"CG9986",9.5072121725534e-07,0.119943843856629,0.066,0.05,0.011263194260824
"dsb",9.70745533190637e-07,-1.41319931205934,0.018,0.028,0.0115004223317095
"CG4393",9.72836383524648e-07,0.370306987532878,0.05,0.036,0.0115251926356165
"mrj",9.7475486948146e-07,-0.139648628392805,0.475,0.418,0.0115479209387469
"CG6005",9.93357548670864e-07,0.217030376560134,0.079,0.061,0.0117683068791037
"l(1)G0469",1.00693622031479e-06,-0.103164545019595,0.548,0.482,0.0119291734020694
"CG6332",1.03792216087169e-06,0.471691702178034,0.028,0.018,0.0122962638398469
"CG42825",1.08698687129975e-06,-0.826043195905594,0.018,0.028,0.0128775334642881
"ebd2",1.10949205205814e-06,0.301395116798859,0.077,0.06,0.0131441523407328
"Tsp42Ei",1.12477354382657e-06,0.345841526733988,0.077,0.06,0.0133251921737134
"CG13282",1.15006217689612e-06,0.739495978821186,0.022,0.014,0.0136247866096883
"AgmNAT",1.15481004600325e-06,0.165066376379855,0.09,0.071,0.0136810346150005
"CG6424",1.17332250088008e-06,0.204929864066868,0.042,0.029,0.0139003516679263
"Sur",1.17704707856192e-06,-0.118324151526539,0.123,0.099,0.0139444767397231
"PGRP-LC",1.18359030700827e-06,0.250748821878183,0.108,0.087,0.014021994367127
"Cyp4aa1",1.19474663881863e-06,0.805472299100593,0.01,0.005,0.0141541634300844
"Ripalpha",1.19683741154487e-06,0.100653697391162,0.108,0.087,0.014178932814572
"Kua",1.22754111683979e-06,-1.36064022883953,0.006,0.012,0.014542679611201
"Gpdh1",1.24384498413743e-06,-0.138222170203349,0.48,0.417,0.0147358315270761
"Strump",1.25307321829446e-06,0.150137952558657,0.051,0.037,0.0148451584171344
"CG18635",1.25614757727975e-06,-1.12908877030128,0.013,0.022,0.0148815803480332
"PTP-ER",1.28050428180697e-06,0.101040453276791,0.091,0.071,0.0151701342265672
"CG3604",1.29338467484531e-06,-1.54368297687679,0.012,0.02,0.0153227282428924
"CG31036",1.29502040275724e-06,0.458636928087963,0.014,0.007,0.015342106711465
"CG16721",1.31967837536391e-06,-0.147932746395762,0.276,0.237,0.0156342297129362
"CG34039",1.33029008026433e-06,0.105148949617683,0.091,0.072,0.0157599465808915
"CG17271",1.40473269125927e-06,-0.121554417279703,0.572,0.495,0.0166418681933485
"CG13905",1.42872985131298e-06,-0.703616675624865,0.015,0.025,0.0169261625485049
"CG15544",1.42903291624062e-06,0.183901987361691,0.038,0.026,0.0169297529587026
"AttB",1.43317724796144e-06,0.138835792875466,0.018,0.011,0.0169788508565992
"mex1",1.45374355360676e-06,-1.35534107099389,0.016,0.026,0.0172224998795793
"AhcyL2",1.49235096813e-06,-1.01877924010183,0.007,0.014,0.0176798819194362
"pip",1.52325679966648e-06,-1.18001444159233,0.032,0.044,0.0180460233056488
"Jhe",1.68884810842326e-06,0.266471946003775,0.022,0.013,0.0200077835404904
"jigr1",1.70615642214273e-06,-0.103099671416228,0.363,0.317,0.0202128351331249
"CG17264",1.74423126172245e-06,0.263804959651619,0.081,0.063,0.0206639077576259
"CG45066",1.74844478097299e-06,0.772728886821399,0.014,0.007,0.020713825320187
"CG10184",1.77622469410535e-06,-0.761502695162821,0.1,0.118,0.021042933951066
"Ncc69",1.77708291588455e-06,-0.12052973194064,0.301,0.264,0.0210531013044842
"CG4587",1.78603522393651e-06,1.00524371540713,0.014,0.007,0.0211591592979758
"Mpc1",1.79477782565433e-06,-0.164214095348417,0.271,0.233,0.0212627329005269
"CG9372",1.80407542561119e-06,-0.11727651912396,0.016,0.009,0.0213728815672157
"Nepl16",1.81450845815183e-06,0.262163824434618,0.05,0.036,0.0214964817037248
"CG14787",1.82266227646014e-06,0.392470804686982,0.02,0.012,0.0215930799892233
"spag",1.90763055034956e-06,0.146062548086379,0.181,0.154,0.0225996991299912
"CG4570",1.91008637320048e-06,0.128782446013142,0.033,0.022,0.0226287932633061
"CG6984",1.91690321043142e-06,-0.107182097919613,0.285,0.244,0.022709552333981
"CG9849",1.96543691018384e-06,0.240096487620436,0.094,0.075,0.0232845310749479
"CG5157",2.03194208455086e-06,-0.164647027120776,0.035,0.024,0.0240724178756741
"ApepP",2.07315771621365e-06,-0.122495146605363,0.291,0.249,0.0245606994639831
"CG11000",2.12307494150898e-06,0.262414692311368,0.031,0.02,0.0251520688320569
"CG42239",2.17781339237323e-06,-0.172762096925312,0.385,0.333,0.0258005552594456
"CG4282",2.28129735305024e-06,0.214263676973971,0.061,0.046,0.0270265297415862
"CG12010",2.28401538796458e-06,0.117377982841025,0.054,0.04,0.0270587303012164
"CG12241",2.367799359103e-06,-0.148158553689003,0.065,0.049,0.0280513190072933
"nAChRalpha3",2.37034588214984e-06,0.210964027010506,0.06,0.045,0.0280814876658292
"Damm",2.37613821655644e-06,-0.806526215761481,0.03,0.042,0.0281501094515441
"Ets98B",2.41881277537299e-06,0.268528012015395,0.029,0.019,0.0286556749498438
"Ank2",2.43952081392266e-06,0.978887780842721,0.018,0.01,0.0289010030825417
"t",2.48604560926627e-06,-1.02600986503613,0.016,0.025,0.0294521823329775
"CG12259",2.4988496105175e-06,-0.112843826573418,0.167,0.14,0.0296038713358009
"RhoU",2.54788113584767e-06,-0.109246298869714,0.458,0.404,0.0301847478163873
"Nmt",2.61606735788854e-06,-0.106564801293989,0.26,0.223,0.0309925499889055
"CG33230",2.62727961790481e-06,-0.111841007500589,0.077,0.06,0.0311253816333183
"ItgaPS4",2.70795709576179e-06,0.554725840480748,0.025,0.016,0.0320811677134899
"CG12974",2.74191852607233e-06,-0.924694027936772,0.028,0.04,0.0324835087783789
"CG2224",2.82664875958567e-06,0.145596062079961,0.072,0.056,0.0334873078548114
"CG5928",2.85005089730847e-06,-1.24077535138254,0.008,0.015,0.0337645529804135
"cid",2.86033531452685e-06,0.169919914420459,0.044,0.031,0.0338863924711996
"CG32054",2.86448196173985e-06,-1.16845174094871,0.005,0.011,0.033935517800732
"CG17169",2.88289870265515e-06,-0.107904946275712,0.085,0.066,0.0341537009303556
"dysc",2.94390756325647e-06,-0.174604717432235,0.118,0.096,0.0348764729018994
"brwl",3.0265043623678e-06,-0.372731294114731,0.332,0.344,0.0358549971809713
"Ced-12",3.08331576110838e-06,0.115245185897014,0.089,0.071,0.0365280418218509
"CG3358",3.16939773539077e-06,-0.103918040567735,0.193,0.164,0.0375478549711744
"MED7",3.2002333535183e-06,-0.146419369210989,0.172,0.145,0.0379131645391312
"Vps51",3.22124229876172e-06,0.227372502830054,0.059,0.044,0.0381620575134301
"path",3.26274141588479e-06,-0.227907414448271,0.713,0.697,0.0386536975539871
"CG11825",3.32546047812444e-06,0.17512486509521,0.066,0.051,0.0393967302843402
"GstE10",3.60762123291875e-06,-0.95294070324714,0.005,0.01,0.0427394887463884
"Ns4",3.60874882036792e-06,-0.121888191172569,0.088,0.069,0.0427528472748988
"dsh",3.69252746615603e-06,-0.111989557649236,0.256,0.22,0.0437453728915505
"CG9154",3.81290090880461e-06,0.149852160822334,0.112,0.092,0.0451714370666082
"CG14626",3.92525830037841e-06,-0.489362260801185,0.036,0.024,0.0465025350845831
"CG31272",3.98997861652588e-06,-0.401935566706804,0.015,0.024,0.0472692766699822
"retm",4.00121053549384e-06,-0.123325607979178,0.246,0.211,0.0474023412139955
"Mettl14",4.15545879260571e-06,0.10338108566292,0.09,0.072,0.0492297203159998
"CG18568",4.20422845473343e-06,0.451416409906796,0.02,0.012,0.0498074945032269
"pwn",4.32873806462341e-06,-0.189599612073807,0.121,0.099,0.0512825598515935
"RyR",4.33564934426058e-06,0.124897501593302,0.048,0.035,0.0513644377814551
"Cht9",4.36187560777834e-06,-0.296014792747199,0.038,0.027,0.05167514032535
"CG5543",4.43868675503893e-06,0.191289464917888,0.053,0.039,0.0525851219869462
"Kmn1",4.46714729226185e-06,0.104583430362068,0.069,0.053,0.0529222939714261
"LRP1",4.46886218369871e-06,-0.110732843061916,0.434,0.376,0.0529426102902787
"xmas",4.5883126432588e-06,0.401658818725323,0.038,0.027,0.054357739884687
"Oatp58Dc",4.61345906424838e-06,-0.803947230160152,0.008,0.014,0.0546556495341506
"CG7791",4.69421907172e-06,0.195751219599763,0.064,0.049,0.0556124133426668
"Adk3",4.76434690324331e-06,-0.119382431745852,0.235,0.202,0.0564432177627235
"l(3)04053",4.81100777615473e-06,0.106071498094928,0.103,0.083,0.0569960091241051
"CG31638",4.81107112439955e-06,-0.147839734217774,0.108,0.087,0.0569967596107615
"sll",4.86579229058844e-06,0.178559200545001,0.095,0.076,0.0576450412666013
"CG9581",4.94668615090488e-06,0.182814681469004,0.054,0.04,0.0586033908297701
"Rcc1",5.06405419438754e-06,-0.176678440313467,0.316,0.273,0.0599938500409092
"AOX3",5.20922861944986e-06,0.216049265500888,0.122,0.101,0.0617137314546225
"sona",5.23962645501808e-06,-0.509130431456754,0.178,0.199,0.0620738546125992
"CG42808",5.30361892082674e-06,0.42057759045864,0.074,0.059,0.0628319733550344
"CG8858",5.45191107337159e-06,-0.129608439235046,0.087,0.069,0.0645887904862333
"Ctr1B",5.45537980500915e-06,-0.81999835357457,0.014,0.022,0.0646298845499434
"CG30285",5.46354871715889e-06,0.176807668039543,0.074,0.058,0.0647266616521813
"PGRP-SA",5.47027371749614e-06,0.157657334589102,0.069,0.054,0.0648063327311768
"CG32816",5.66943818916733e-06,0.512223581714476,0.081,0.065,0.0671658342270653
"CG4615",5.71712755483443e-06,-0.119901865792961,0.047,0.034,0.0677308101421234
"Irbp",5.7191415339608e-06,0.208574073974281,0.081,0.064,0.0677546697528336
"CG17739",5.82815316122084e-06,0.738053605755428,0.021,0.013,0.0690461305009833
"CG8765",5.83992876515652e-06,-0.177391245055041,0.078,0.061,0.0691856360808093
"CG3746",5.9272178089632e-06,0.243237331847055,0.051,0.038,0.070219749382787
"CG3376",5.98979109378503e-06,-0.258809905401381,0.059,0.044,0.0709610550880713
"CG32817",6.17484256958322e-06,0.308133663652359,0.031,0.021,0.0731533599218524
"Argl",6.34377939767356e-06,-0.905088470415223,0.008,0.015,0.0751547545242387
"CG11781",6.34837941899866e-06,-0.114311976789657,0.395,0.341,0.0752092509768771
"CG5910",6.35200852382014e-06,-0.567006479713617,0.04,0.053,0.0752522449816972
"g",6.44539391258858e-06,-0.133415981290962,0.374,0.325,0.0763585816824369
"yuri",6.47762682008442e-06,-0.115919091931804,0.149,0.124,0.0767404449375402
"CG30345",6.52486218230883e-06,0.272954579926215,0.054,0.04,0.0773000422738127
"CG12992",6.70026693182685e-06,0.182841429137031,0.025,0.016,0.0793780623413527
"Myo10A",6.71814240362976e-06,-0.110310745796862,0.168,0.142,0.0795898330558017
"CG10274",6.74752143012588e-06,0.156733470820321,0.048,0.036,0.0799378863827013
"CG42346",6.84670002659434e-06,0.18400173459964,0.063,0.048,0.0811128552150631
"Cyp317a1",6.92787052966575e-06,0.174894693214966,0.067,0.052,0.0820744821649501
"CG13138",7.06611429921982e-06,0.143273269087038,0.011,0.006,0.0837122561028572
"Msp300",7.12235208074011e-06,0.19024794889394,0.877,0.839,0.0843785051005281
"Oamb",7.26838975315151e-06,0.138588930908825,0.047,0.034,0.086108613405586
"mud",7.29561469244986e-06,-0.183461375351465,0.165,0.138,0.0864311472614534
"HP1D3csd",7.40807168020805e-06,0.994379381883411,0.014,0.008,0.0877634251954248
"Rbcn-3A",7.52276587357407e-06,-0.156092849639473,0.157,0.131,0.089122207304232
"Hr38",7.54374912940138e-06,-0.11644499345893,0.337,0.294,0.0893707959360182
"CG14257",7.99753261088267e-06,0.469266403183402,0.03,0.02,0.094746768841127
"Cyp9f2",8.15622457348251e-06,0.188157628200094,0.072,0.057,0.0966267925220473
"Idgf2",8.38593510326003e-06,-0.197025742240569,0.07,0.054,0.0993481731683216
"Mics1",8.40543663429576e-06,0.903544618770122,0.012,0.006,0.0995792078065019
"CG8745",8.44425455055579e-06,-0.939166013770208,0.065,0.08,0.100039083660434
"CG43901",8.66865077051843e-06,0.426837678248895,0.014,0.007,0.102697505678332
"CG9837",8.73411253474973e-06,-0.829493260073428,0.12,0.138,0.10347303119918
"tweek",8.87914652006019e-06,-0.106758651491383,0.252,0.218,0.105191248823153
"Vha100-5",9.08573904851956e-06,-1.13559465116957,0.006,0.011,0.107638750507811
"thr",9.13061560233867e-06,0.191801749994102,0.037,0.026,0.108170403040906
"CG1941",9.21832536644705e-06,0.369077094440878,0.032,0.022,0.109209500616298
"EndoB",9.29355765306122e-06,0.255613720100502,0.063,0.049,0.110100777515816
"CG10880",9.35680855452142e-06,-0.128697036022962,0.167,0.14,0.110850110945415
"CG14535",9.42607508299958e-06,0.212833335034783,0.054,0.041,0.111670711508296
"CG15356",9.59113890593084e-06,0.142373940646522,0.088,0.071,0.113626222618563
"CG1103",9.6966437072381e-06,-0.138926140478532,0.353,0.305,0.11487613799965
"CDC45L",9.74007967086363e-06,0.132325157597454,0.148,0.125,0.115390723860721
"CAH2",9.8691996092817e-06,0.408044101263999,0.044,0.032,0.11692040777116
"CG5367",1.03209125638558e-05,-0.424634314353798,0.15,0.169,0.122271851143999
"mRpL40",1.04597720433534e-05,-0.108973899644927,0.333,0.288,0.123916919397608
"CG14301",1.0696862103663e-05,-1.0268533323867,0.02,0.03,0.126725725342095
"CG3634",1.08325053992113e-05,-0.110819275063922,0.059,0.045,0.128332691464456
"CG45218",1.09079593770846e-05,-0.211443461217214,0.036,0.025,0.129226594740322
"net",1.11262662141851e-05,0.244336340316796,0.03,0.021,0.131812875839451
"Nep5",1.15141082703881e-05,0.809235082448718,0.012,0.006,0.136407640679288
"CG10562",1.17760304784836e-05,-1.16048382970637,0.009,0.016,0.139510633078595
"Mlp84B",1.22539153444633e-05,0.49783027511547,0.053,0.04,0.145172135085857
"chm",1.23443549055414e-05,-0.127419731960427,0.178,0.151,0.146243572565949
"Fak",1.23793101527636e-05,-0.157475133922656,0.314,0.274,0.146657687379791
"CG10063",1.23949356107592e-05,0.420885290454175,0.024,0.016,0.146842802180664
"CG32695",1.27242426259418e-05,-0.610969566718981,0.013,0.021,0.150744102389532
"CG34355",1.28894036454965e-05,0.343037847851,0.056,0.042,0.152700764988197
"org-1",1.34062421337231e-05,0.279524406036138,0.04,0.029,0.158823750558218
"CG12713",1.36015809749569e-05,0.174906489451686,0.065,0.051,0.161137929810314
"CG9752",1.36660809115151e-05,0.136152843045688,0.144,0.123,0.16190206055872
"CG6465",1.42291870913303e-05,-1.38791375722402,0.005,0.01,0.16857317947099
"CG45263",1.45515447476594e-05,-0.290543655834518,0.25,0.216,0.172392150625521
"CG10053",1.48656024622319e-05,0.182720523148533,0.07,0.055,0.176112792370062
"BTBD9",1.50607588467283e-05,-0.180703005026602,0.07,0.055,0.178424810057191
"CG15347",1.5068163716772e-05,0.551869959991793,0.21,0.186,0.178512535552598
"CG12567",1.52312298468659e-05,-0.119506978480372,0.389,0.341,0.18044437999582
"CG10907",1.52652279044659e-05,0.2140367627005,0.068,0.053,0.180847154984208
"CG33946",1.53479656940092e-05,-1.20582282234247,0.005,0.01,0.181827349576927
"hoe1",1.53667042348055e-05,-0.158491099465765,0.291,0.256,0.18204934506974
"Traf-like",1.54173542038426e-05,-0.776364484396884,0.012,0.02,0.182649395252923
"Act57B",1.55613542973567e-05,0.390528455751302,0.115,0.096,0.184355364360785
"Snmp1",1.57193153494599e-05,0.340224700852689,0.011,0.005,0.186226728945052
"IntS10",1.64627201803439e-05,0.19377445048818,0.037,0.027,0.195033845976535
"Tet",1.68154711647283e-05,-0.217093211090967,0.394,0.341,0.199212886888536
"Wdr59",1.68726412296259e-05,0.131615470327953,0.041,0.03,0.199890180647378
"SPoCk",1.69718766531266e-05,-0.163135043354916,0.263,0.227,0.201065822709591
"CG13488",1.72976031270258e-05,-0.79028514906154,0.011,0.018,0.204924704245875
"TyrR",1.73436923022389e-05,-0.766150971315693,0.008,0.015,0.205470722704624
"tefu",1.74323359530215e-05,0.120127338131082,0.054,0.041,0.206520884035446
"CG18870",1.75017587801244e-05,0.29996690711466,0.037,0.026,0.207343336268134
"CG7992",1.75740791212631e-05,-0.676617317693002,0.01,0.017,0.208200115349603
"CG5589",1.76795481096733e-05,-0.107443964058367,0.206,0.176,0.209449606455299
"polybromo",1.78154286487162e-05,-0.131659536280262,0.134,0.112,0.211059383201341
"Acp26Ab",1.78579403202803e-05,0.797101943050717,0.014,0.008,0.211563018974361
"armi",1.83713564117619e-05,-0.12341904452681,0.402,0.354,0.217645459410143
"CG11378",1.8532527726781e-05,-0.808234156615528,0.101,0.117,0.219554855979175
"scro",1.85630925250522e-05,0.987670606474689,0.026,0.018,0.219916957144293
"miple1",1.86571775680673e-05,0.324422059246127,0.041,0.03,0.221031582648893
"Ass",1.87843068593869e-05,-0.409377612829262,0.007,0.013,0.222537683363157
"CG7556",1.88511835879296e-05,-0.10875942285825,0.345,0.301,0.223329971966202
"CG4374",1.89273518826538e-05,0.48980443600227,0.019,0.012,0.224232337753799
"CG10359",1.91017714448697e-05,0.294941572292341,0.038,0.027,0.226298686307371
"CG4293",1.92387383726183e-05,-0.255537801991543,0.225,0.192,0.227921333500408
"CG2065",1.93916401922321e-05,-0.401522185297956,0.033,0.023,0.229732761357373
"cav",1.94421199166429e-05,-0.111343448250671,0.127,0.106,0.230330794652468
"sced",1.9445250345167e-05,0.269084045805186,0.093,0.076,0.230367880839194
"CG12105",1.95738080938935e-05,0.159060278522465,0.048,0.036,0.231890904488356
"CG16762",1.9683710090818e-05,0.495096555750803,0.029,0.04,0.23319291344592
"Cyp6a14",1.99215113802659e-05,-0.704703103981691,0.024,0.033,0.23601014532201
"CG31457",2.01577821054671e-05,0.210385158321605,0.083,0.066,0.238809244603469
"eIF2beta",2.01630686912394e-05,-0.143732194966217,0.808,0.765,0.238871874785113
"Est-Q",2.03876100047524e-05,-0.495540204550015,0.006,0.012,0.241532015726301
