"term","estimate_log_odds","std_error","z_value","p_value","odds_ratio","stars"
"Phenotype_1week",-0.745332790103474,0.731304499842811,-1.01918255701104,0.308116306074227,0.474576339348431,"ns"
"Phenotype_6week",-1.93399899597007,0.640743160140952,-3.01836853872092,0.0025413963718975,0.144568910480017,"**"
